01. 01. 2010		  10e1c0 19857.21884219925
01/01/2010	    	 4f7316 1.8083e+04
10/23/2010		  	68e6a5 5.3985e+02
23.10.2010			  03749a 	  1.6403e+04
10/23/2010   	   8fd2da 1.5582e+04
2010-10-23  	  4e96b2  1.0263e+04
23. 10. 2010  	  	7acc0c   	11622.64650908472
2010-10-23	     25fa31  1.1717e+04
23. 10. 2010   	  8b6f0f		 2.9036e+02
23. 10. 2010	     101598 	1.1149e+03
23. 10. 2010	     	 77399a   	10077.450889372383
23. 10. 2010  :	 832da1  1.9914e+04
2010-10-23   	50f32a 9.5193e+02
2010-10-23 : 6cf859 1.0812e+03
10/23/2010	  		5942f6   1.0784e+04
2010-10-24   	  10563e 	 1.1256e+03
24.10.2010    29e42f  1.3660e+04
24. 10. 2010	      5fdbd1 1.0050e+04
2010-10-24		  	039db2  8.9337e+01
24.10.2010    :  2d4f6d 			1190.938434319033
2010-10-24 	   78c9f6  	 1.9618e+04
2010-10-24 	   211566   1407.125142690774
2010-10-24   	 51d12c 	  10412.305293854335
2010-10-25     	 7b7b36   1.5207e+04
2010-10-25  	     2a0000 	 	1.6277e+04
10/25/2010	   777dd3 	1.9212e+04
2010-10-25   	  9675c9	  1.5860e+04
25.10.2010 	 2697dd 1.6342e+04
10/25/2010    93dd9d 776.6043583035196
2010-10-25   149eda  1.4216e+04
2010-10-25    4cfe8c	 1.5083e+04
2010-10-25       6f9a2d   1.2465e+04
2010-10-25	  	 4e7f53	1.5013e+04
2010-10-26      4e4437 131.6700670018891
2010-10-26    003674	1.6417e+04
10/26/2010  	  57fd51	2.8258e+02
2010-10-26      6bd129    1.5834e+04
2010-10-26 	      78b6f1  		1.2268e+04
26.10.2010 	   616af6   	348.03005167338233
10/26/2010    15d0e6	  2.9591e+02
10/26/2010	    	883115 18709.126917461093
10/26/2010		    54f901 	5.7656e+00
2010-10-26	    	 0a7cd9 16330.44891867966
2010-10-27   967afd 	  7.9820e+02
2010-10-27  8e43c3 		1.4664e+04
2010-10-27   	815056 7.0670e+02
10/27/2010        639b62 1.6869e+03
10/27/2010 	  46c3ac 1.3872e+04
2010-10-27  	   227909 	  9.3744e+02
2010-10-27     513600	   1.3433e+04
2010-10-27	 923d79 1.2390e+04
10/27/2010	 0d1a4a  8.9518e+02
2010-10-27 		745a42 	1.5021e+02
2010-10-27 :  24b596   1.2367e+04
27. 10. 2010  	 	 8fa5b7   	1.5856e+03
2010-10-28   	 5d6b9a  	 8.3909e+02
10/28/2010 	    	 58a6e4  593.2294432834476
28.10.2010 	    566ce5  	 2.6501e+02
10/28/2010			 59571c	1.1539e+03
28.10.2010   6882e3    6.3227e+02
2010-10-28   	07cef7	  1.5701e+04
2010-10-28       2a6c32   9.9680e+02
10/28/2010   		98890a  1.7919e+04
28.10.2010 		 1d5e08   18830.960892987343
28.10.2010  :  	7d1fcd    406.7811529826461
2010-10-28    761b1f  	 1.0088e+03
2010-10-28  	864c1c 1.3331e+04
2010-10-29    	820096 12000.008244385535
2010-10-29  	4ded48 	2.3798e+02
29.10.2010  	   39301d   1.1286e+04
30.10.2010  8e4f28   	1.9772e+04
10/30/2010   	  8e6a55  	4.9814e+02
10/30/2010 	 7e649d  	1.6739e+04
2010-10-30   		  3645ab   15255.357700413988
10/30/2010	    86961c 1.4482e+04
10/30/2010     8e78ff   1247.2820350056923
10/30/2010    7e2672    1.2997e+03
10/30/2010  73f023  	1.6058e+03
10/30/2010  	 0b20d2    3.8673e+02
2010-10-30 		   7fdeed 1.6070e+03
2010-10-30   	  87e5ea 1.5948e+04
10/30/2010 		    0a54ee 	 	1.9593e+04
10/31/2010   5a4c04		  268.7329029393153
2010-10-31   12b49d 7.8075e+02
2010-10-31  		  4b8d9f		1.6632e+04
2010-10-31   	  03016d	   16755.6533002785
2010-10-31   6c8fca	5.1489e+02
2010-10-31   	 53f9c5   17368.243439259826
10/31/2010       1f5f3d  1825.2629946362104
2010-10-31     5f7f25	4.1661e+02
11/01/2010  	 	 	148ae4  	1.7679e+04
01.11.2010 	43980f 8.2374e+02
01.11.2010  	   	 8fd402	  17164.30378553476
2010-11-01	  	 603b91 771.1734983530339
2010-11-01  70eeb9   11322.688372274215
2010-11-01   2a1ba9	4.6819e+02
2010-11-01	  	  	82d048 1.4400e+04
2010-11-01		 51c585 	  1.4869e+02
2010-11-01  	    6c89b8   6.4987e+02
2010-11-01   	 37c61c	 1.3446e+04
2010-11-02     10dec8	 1.8538e+04
02. 11. 2010        5f3449    7.4290e+02
02.11.2010     38aaec   1.5397e+03
2010-11-02  	 89fd0b    1.1382e+03
2010-11-02    	 9195e4 6.8451e+01
11/02/2010  	  3717b0    1.5987e+03
2010-11-02     182365	  7.1062e+02
11/02/2010	     3ae158 1.3132e+04
11/02/2010    	 7fa533 1.8446e+04
2010-11-02  	90e824  1.0732e+04
2010-11-02 	 	 073d36    6.6681e+02
2010-11-02       	8e8030   	1.6711e+04
11/02/2010  1fe09f   4.9792e+02
2010-11-02		      0c036b  971.1753806950319
2010-11-02   00d646  	5.8546e+02
2010-11-02  		 	975449 	 	1.4605e+04
03.11.2010    	41c208  1.3307e+03
03.11.2010		     27d68b	  4.0289e+02
2010-11-03	 	    4a8b3e	   9.7614e+01
11/03/2010  1dc24e  8.5357e+02
2010-11-03 	     39ccdd	1.8205e+02
03. 11. 2010  		0236b6    1.0034e+03
03.11.2010    766644  2.9291e+02
2010-11-03      07ab3d	   17709.928610208735
11/03/2010 	  11a233    9.2237e+02
03. 11. 2010     8c9a7f 1.8594e+04
2010-11-03  	 	953cd2 11431.89382109911
04. 11. 2010 	    0ae325		5.1337e+02
04.11.2010   190099  5.0260e+02
04. 11. 2010 			8574a3  	 1.3650e+03
04.11.2010    54f09d   1.1429e+04
11/04/2010	    1e7b95   5.3456e+01
2010-11-04	  	7e81d8   551.4572568157153
04.11.2010   	 623b78		6.4693e+02
04. 11. 2010     6ebdd3	1.4147e+04
2010-11-04   	 5930e9		 1.0700e+04
2010-11-04  	7da3e4   	329.51856916491755
2010-11-04 	  	36f303 	  2.0764e+02
2010-11-04    28f68f    1.4971e+04
04.11.2010     	 3fb6dc		1.6533e+04
2010-11-04		   7d13da	 	 1.5797e+03
04.11.2010    5f65b2  1.1888e+04
05.11.2010 	 1f40b5    1.2646e+04
2010-11-05	 	0c0b93  	 1.2382e+04
2010-11-05   	 	 0d9efe 202.88240417985457
2010-11-05 		 			871e25  	 1.5699e+04
11/05/2010    120801 	 839.2115159480996
11/05/2010    79b016	 	 1.4695e+03
2010-11-05	 	4675d6 1.2066e+04
11/05/2010  	2d54aa   1.1381e+04
2010-11-05 	 55df08	3.9710e+02
2010-11-05 	   85a28e 	684.8973626788928
2010-11-05    1e3ed4		 2.8386e+02
2010-11-06   	 5f3c9e	1.3749e+03
06. 11. 2010 			36e581    670.5216285344037
2010-11-06  		  6a8f43   	18040.166716331416
11/06/2010		   	  2bb81f		5.5135e+02
2010-11-06	  1b59e6 1.3718e+03
06. 11. 2010  	  	16838d	1.4676e+03
2010-11-06	  	 04b983	1.3792e+03
2010-11-06  	 	81ebbd	1.1686e+03
11/06/2010      97dee8  1.2988e+04
06.11.2010	  :	   5b266d  14042.933358569733
2010-11-06       222ef5	2.5101e+02
11/06/2010   	  0f22b4   	1.8546e+04
07.11.2010  	83cf7e 11725.078765285278
07.11.2010    77b1f0 1.2048e+03
2010-11-07      8b0b9a  1.4878e+04
2010-11-07 	  7fa5ad    1.0276e+04
2010-11-07   	  8ec591 1.7243e+04
11/07/2010 	    36c1cd	  	685.450712349904
2010-11-07  	 3acdbf    1.1780e+04
07.11.2010 	  2fa4e4    1.0139e+04
07. 11. 2010 	 		  7f6aea  7.0335e+02
2010-11-07  	 2f1507    1393.8165662390486
07.11.2010     7d723d 	 11721.183246146069
2010-11-07	   6a4c55   	723.0015454402994
07.11.2010     		1b7547   1.7042e+04
07. 11. 2010      006601 1.4761e+04
2010-11-07 	 	657a10  	9.8310e+02
2010-11-07	    6ee6a3	  1.4223e+04
2010-11-08   	  382b0b 1.0452e+03
08.11.2010  	   4d7b85	 	 1.2564e+04
2010-11-08      49fe7a	  1320.1085525611857
08.11.2010    	   7c8d1e	  835.1316994611839
2010-11-08	  6956b9   98.40735193312737
2010-11-08      120fd8  1.5465e+04
2010-11-08  	  	 94ac59	  1.4367e+03
2010-11-09	:  	 415a9e	  1.7803e+04
2010-11-09  	  8712cc 	15095.913029927991
09. 11. 2010	   	0b9f84 	7.0364e+02
09. 11. 2010      04a668   	1.1281e+03
09. 11. 2010  4854cb		  1.7746e+04
2010-11-09   7136ff   3.1594e+02
09. 11. 2010    	96fceb  1.6204e+04
09.11.2010     5f8fab  	1.8045e+04
2010-11-09 	  	0d3263   	12184.33020618673
2010-11-09      4744ad  	 1.5150e+03
2010-11-09    209c7d	 6.2130e+02
2010-11-09  		  2111a7 8.8346e+02
09. 11. 2010				467d84    1.0508e+04
09. 11. 2010   3df156  338.22678907994083
09.11.2010   	   	9133ae  		1.9887e+04
09.11.2010     52b306   546.9893614940744
2010-11-09 	 4a7903 2.6388e+02
2010-11-09	   8adb87  126.15002344110107
09. 11. 2010   645d11 1.0316e+04
2010-11-09	  21433b  6.6609e+02
11/10/2010 		 962f88	 1.3319e+04
2010-11-10 	 	 477594	   360.10206204922525
2010-11-10	 		 74d661 7.6413e+02
11/10/2010	:  2b4c82 3.3720e+01
11/10/2010    12080c	5.7308e+02
10.11.2010	  	 4f3ef9   2.7140e+02
11/10/2010  			 0e2efb  13026.390881137848
2010-11-10	   826d8b  1.0349e+03
11/10/2010      2b8114 		1.2515e+02
2010-11-10    	60b384   2.0583e+01
2010-11-11   	  7d9840  1.8860e+04
2010-11-11 	     12e613  	3.6798e+01
2010-11-11    5bac14   16993.040068080794
2010-11-11       40e308	 409.1517137318197
11. 11. 2010  	  6ec3db  1.6743e+04
2010-11-11    : 	  3c5182   1.0079e+04
2010-11-11 	     0ad25f 	  19321.952772253273
11/11/2010  :  03cad3    1.0539e+04
11/11/2010	    4a8df1 	 7.5939e+02
11/11/2010  	    	094700   	1.6931e+04
2010-11-12       	724330 	 1523.3045744672834
2010-11-12 	  85d53e 4.6061e+00
2010-11-12	 		2d7af5   1.6523e+04
12.11.2010    16891f 	1.0632e+04
12. 11. 2010	  	  825d63			 2.6285e+02
11/12/2010 	  : 87fdbc	18070.899419584468
12.11.2010    	5cb5f3	  1.2610e+04
13.11.2010      00bc28    1.1434e+04
13. 11. 2010      8ecda9 1.1062e+04
2010-11-13  	 4e5f7c	1.0763e+02
2010-11-13  81b5fa	  1.1931e+04
2010-11-13 	  	738d60 		1.4961e+02
2010-11-13	   315c7f  1.3586e+04
11/13/2010 		 80ade2 	 1.7141e+04
2010-11-13	 		 57b8ba 	 1.9059e+04
11/13/2010 	     	167645 1.1597e+04
2010-11-13	  768e0f   	1189.9052173723173
11/13/2010  	 4529a5 10234.247745599001
2010-11-13 	  4c8f93 1.8795e+04
11/14/2010    	 0b2c26 	 6.2304e+02
2010-11-14     	84654c  	9.5157e+02
2010-11-14   	  1881ad   4.7349e+02
11/14/2010	      5e5f3c   178.54601696943342
2010-11-14   013419    791.2176426766111
14.11.2010    22d802 1.2403e+04
11/14/2010 	 3a4ac1 1.3468e+04
2010-11-14      15ad2c 1.1256e+04
2010-11-15      5880b5  8.1363e+02
11/15/2010  	  	  360c33   8.2494e+01
15.11.2010 		  5ac3a7		1.9882e+04
11/15/2010  	 290c4a    1.5040e+03
15.11.2010  	   	640f3b    5.4243e+02
16.11.2010	    120180 	  1.2720e+04
16.11.2010    718812   1.4395e+04
11/16/2010 	 648370    7.8735e+02
2010-11-16      880a5a 1.3924e+04
2010-11-16 :	4337be 8.2836e+02
2010-11-16 	 1c6620  14445.593172276303
2010-11-16 		  	49e2ae	1.5096e+04
16. 11. 2010  	:    981f40 	 461.9156874562405
16.11.2010 	  2f3a29 1.0690e+04
16.11.2010      	5bc471 	  2.4230e+02
16.11.2010    	4c43ce	   1.8413e+04
2010-11-16   	: 2ac9a4    6.3593e+02
2010-11-16      6c4bac 	1.5579e+04
16. 11. 2010  7b23aa  9.5678e+02
2010-11-16 	     582d8e  1.7062e+04
2010-11-17       1ebc4d    5.7773e+02
2010-11-17    	 	 866ece    7.3555e+02
2010-11-17		   122775  15173.396255394791
2010-11-17  	   816335  685.5659246171891
2010-11-17       8e0e62  		1245.378676755877
17.11.2010    5095c7   1.9184e+04
2010-11-17  :  	2c597a  		1.0273e+03
17.11.2010    9230ae 19901.711564991492
17.11.2010  	  	6d2b0f 	1.3645e+03
17. 11. 2010		700338   8.0790e+02
2010-11-17	      5820a0 1.2370e+04
2010-11-17   		 82d187	   1.4368e+03
2010-11-17    6c714e 1.1145e+04
2010-11-17	 	   21b7a3	1.9252e+04
17.11.2010 	   55617e 		1.0007e+03
17.11.2010			   422be6    1.2763e+03
11/18/2010     93e301		2.5403e+02
2010-11-18 	     4b8b39  1.7338e+03
18. 11. 2010	   		  517d06	 1.0540e+04
18. 11. 2010   	   965bad   1.4863e+04
18. 11. 2010 	 	504316 	1.1254e+03
18.11.2010  	  8a3ad5 1.8391e+04
2010-11-18  49aa40  	1331.48790296422
11/18/2010 	    	0742cf	1.8790e+04
2010-11-18     95b851   1.9409e+03
11/18/2010   5814c5  641.8930815265792
11/18/2010   	 	008a55 	  1.4670e+04
18.11.2010  6b58ac		 1.3036e+04
2010-11-18  	78826e		1.2132e+04
2010-11-19      294ce3  160.03303361374898
11/19/2010   		 8dc3c2   11391.558864360073
2010-11-19    648915   172.2889996220003
2010-11-19  	  	04f299  1.0107e+04
19.11.2010	      86c2b0 552.648689146967
20.11.2010     439d04    1.6158e+04
2010-11-20   3fac4b 558.6039786071301
20.11.2010     5af3a1 	  1.7899e+04
2010-11-20   044c75   3.8406e+02
2010-11-20     38e86a	  3.5012e+01
2010-11-21 : 	 669586   1.8412e+04
21. 11. 2010 	 2e7c1d  1.0725e+03
11/21/2010     50ed34 1.4987e+03
21. 11. 2010	   67d930   231.26729328485712
21.11.2010  	    82d04e	 2.8784e+01
21. 11. 2010   42dd43		  177.18383135849265
2010-11-22	   252e50 	2.8910e+02
2010-11-22     856d70	   1.7566e+04
11/22/2010    	 	 7398ad    1661.7823182206416
2010-11-22       558c8f  	4.6052e+02
2010-11-22      7ce1bf 1.0128e+02
2010-11-22    92ec9c    454.22539930691113
11/22/2010  5b1cbe    1.2993e+03
22. 11. 2010	  459c9e 1.6145e+04
11/22/2010	   	 4112e0 1.1460e+04
22. 11. 2010 	  4b37e5   15833.214210843778
2010-11-22       1c32b9    1.1573e+03
2010-11-22		  410332  	1.2040e+03
2010-11-22	    	 	2d9d73  	1.0077e+03
23. 11. 2010  		87861f 1.9571e+04
23.11.2010      3312c1 1.2113e+03
2010-11-23   	46bb98	 1.1046e+03
2010-11-23    53f9c5 	 1701.0719523533803
23. 11. 2010   	 	004f9c    14995.485635626688
23. 11. 2010       6fae7f    965.0054704705448
11/23/2010 	   768fa5  4.3208e+02
11/23/2010 	    3a4c13 1.4536e+04
2010-11-23    : 	 619f4d	1.0346e+04
23. 11. 2010 		  6c78fe   1.8112e+04
2010-11-23 :  	7413f1  	187.62614077953378
11/23/2010    05e378 		 2.2929e+02
23.11.2010	  190c47  	8.4392e+02
23.11.2010   	   7f59d5 4.5365e+02
11/24/2010    	 1d91cc	  1.2471e+04
2010-11-24  	  	  863a06	1610.0383519485554
2010-11-24 	   62343a 1.5691e+04
2010-11-24 		 131d89    2.0956e+02
11/24/2010      6c6c08 18870.672179791036
11/24/2010  	489e7b 14860.022784768977
2010-11-24  	  7b4eae 	1.4779e+04
2010-11-24   	 3d9463 1.6587e+03
2010-11-24	   09c1b5	1.5428e+04
24. 11. 2010  	  8cd437  	 7.4863e+02
2010-11-24   8d5bc9	 3.2571e+02
2010-11-24 	   2a0fce 	  9.5382e+02
11/24/2010 	 :   15c6ec  10083.617090486845
2010-11-24 		  6f674d 15196.363161335377
2010-11-24 	:  011541  9.2019e+01
2010-11-24   83f442   11120.093427582564
24.11.2010	 	  	4cfe8c	2.5257e+02
2010-11-25	     22a6c1 1.3556e+04
2010-11-25    1afd3d 	 	1.1647e+04
11/25/2010     80583a   1.2102e+04
11/25/2010  	 7cb111  1003.2817068271772
2010-11-25  2c400a   1.1867e+04
25. 11. 2010	   6e7b0c 12222.199941644238
11/25/2010     2862a6    1.6225e+04
2010-11-25     3a4022	   1.1730e+04
2010-11-25	     636584    8.6760e+02
11/25/2010  	 	  6fb536 57.83772155132784
2010-11-25  	7f66e3		6.6989e+02
25. 11. 2010	 	97855b 	 1145.999369152044
2010-11-25       83fad3 1.1581e+04
25. 11. 2010       523678 4.9343e+02
2010-11-25    67bdb0  1.7504e+04
2010-11-25  	 400924	 1.8190e+04
25. 11. 2010  		 3d6691  		1.5759e+03
2010-11-26    30f3b7 1.0232e+02
2010-11-26 	1a7c72 	 1.3938e+04
2010-11-26     39301d 	1.4711e+02
11/26/2010 	 45fe52 9.9664e+02
2010-11-26	 	   45b2a7   1.4192e+04
11/26/2010 	  13012b 	  1.0053e+04
26.11.2010  	   0856ba 1.0654e+04
11/26/2010    7ef1d9   12730.080946108817
11/26/2010   		751b0e   1.7388e+03
2010-11-27	     0e86d5  5.5228e+02
27. 11. 2010    77092e 1.7597e+04
27. 11. 2010    	727dc9	   3.1825e+02
2010-11-27   0a7816  1.8483e+04
2010-11-27	  	 7a7845    5.1734e+02
2010-11-27   	  	39bea1    2.8237e+02
2010-11-27   5de8f7	  1.8416e+04
2010-11-27 	 57ccc6  1.3294e+04
2010-11-27   	 2ed3f2   3.5871e+02
2010-11-27       04ccd0	  1.6134e+04
2010-11-27        5fcec0   12613.745130352174
2010-11-27	  	0d8cf4 118.40786020320631
2010-11-27 	   6526e1  1.5441e+03
27. 11. 2010     79f93b 1.9618e+04
27. 11. 2010    	715b43   1713.3350412972911
11/28/2010	  	  7c7e26	  6.0614e+02
28. 11. 2010 		  	 1e12fd	  66.59939604500619
2010-11-28        5e0583   	1.2973e+03
28. 11. 2010 	   7fb3a5		  6.4994e+02
2010-11-28   	  790242 1.1463e+04
2010-11-28  	 28f68f  1.1715e+03
2010-11-28 		  	886233  		8.7250e+02
11/28/2010 	  1b1f4f   6.1651e+02
28. 11. 2010		  52d51f 1.1405e+04
2010-11-28	  		 621171 13804.513617820712
28. 11. 2010    587202 	 3.8349e+02
11/28/2010   	  	4af0d1   1.2637e+04
11/29/2010 	   40b52d  	1.8245e+04
2010-11-29      8971e0   1.8718e+04
29.11.2010   559fb4 5.1660e+02
11/29/2010 	    6b468f  	 1.0416e+04
2010-11-29 	   770de2	17452.751527774923
29. 11. 2010 	  86a99c   13828.617070286766
29.11.2010   296216	 5.8786e+02
2010-11-29 :	  04e4db   9.7365e+02
2010-11-29		  6bd711    1.2000e+04
29.11.2010 :	  05180d   1.0585e+02
2010-11-29	       97e512  386.0274866324267
2010-11-29	     28a1a7    1.3644e+03
2010-11-30  	     1fb515   716.7388249655461
2010-11-30 		30dbb7 1.3284e+04
30.11.2010 	0eae12	 1.3711e+03
30.11.2010      47265a 6.8780e+02
30.11.2010     3e840d  1.5751e+04
2010-11-30  	 0efc7b   1100.0709056522128
30. 11. 2010	    2332ea  1.1943e+04
30. 11. 2010      153edd   1.7234e+04
2010-11-30 	7b7b36 	 	1.3827e+03
11/30/2010 			 	 8411a2 1.8100e+04
30. 11. 2010      	25d173 1.3329e+04
2010-11-30  	   86961c	 7.4808e+00
11/30/2010 : 	  123a6b 1.9355e+04
2010-11-30     3d5895 	4.9720e+02
2010-11-30		 	 4e96b2  	685.5742897002774
2010-11-30 	97a29e   1.5054e+02
11/30/2010  	  65b8c3 1.0197e+04
12/01/2010  090d89	   1.5246e+04
2010-12-01    	 	780fdd 9.5341e+02
01.12.2010  		    675049 1.5931e+04
01.12.2010		  50f35c	1.5275e+03
12/01/2010  	432772	 1.0422e+03
2010-12-01     	4cf8db  1378.2038390657121
2010-12-01     148ae4 4.3238e+02
2010-12-01  :  22e569 	1.7392e+04
2010-12-01 	 1e4ce4	   952.245243353595
2010-12-01  	   	 3dccf9    9.9277e+02
12/01/2010  	  232281  	1.5313e+04
12/01/2010     1b9931	12973.450189226445
2010-12-01      9133ae 	  6.5503e+02
12/01/2010 	  7acc0c 4.1056e+02
2010-12-01    20285a 14154.542290855097
01.12.2010      649145 7.2658e+02
01. 12. 2010   6897b8 6.4335e+02
02.12.2010	  3e14a1 	1.6809e+04
2010-12-02  	    7ae5a1 	 9.7335e+02
2010-12-02   			8f777c   12218.500656996543
2010-12-02  	 	 	9871b3   1.3307e+04
2010-12-02   	 8938c8 10486.470555760237
2010-12-02       03445b  6.9155e+02
2010-12-02	  0b123b 	1.2190e+04
12/02/2010  	0c90e7    1.4343e+03
02.12.2010	 514569	  1.3138e+04
2010-12-02	 	  13c718	   1.3466e+04
12/02/2010     07cef7 			1.1988e+02
2010-12-02	  424392		19287.966536034062
03.12.2010	      3ba394    1.9159e+04
2010-12-03  			935851 1.5508e+04
2010-12-03    	 4f6f21    18678.41283771231
03. 12. 2010   64f33d 		1.2028e+02
2010-12-03  	  79b705   15054.013911310116
03.12.2010	  	  563b45   6.1264e+02
2010-12-03  	 82d544  1.3175e+04
03.12.2010    7fa5ad  3.6085e+02
12/03/2010   	 		 96a61d		  1.7940e+04
03. 12. 2010		66a5ee 1.3532e+03
03. 12. 2010   	 558b69  15083.009211163362
2010-12-03    	88deb8 	  1.5664e+04
03. 12. 2010  5b43dc		17017.772374080527
2010-12-04	 	 2f8714 1.6367e+04
12/04/2010	 	   147e8c 	  60.676594469037155
2010-12-04	    6ee6a3 	194.14114456129084
04. 12. 2010       21831f  1.2178e+03
04. 12. 2010	    96de10    1.3642e+04
2010-12-04	 	  06d33a	 	1.5293e+04
04.12.2010  119dca   16390.033159034905
2010-12-04   3976f4   1.6078e+04
2010-12-04	 	   7d88b3 	 	1.5802e+03
2010-12-05  	:  	12e086   13907.660731696003
2010-12-05    	003674   	1159.016755086902
2010-12-05 	    440a18  	 1.1221e+04
05.12.2010     44dd1f   16049.408356387463
2010-12-05	  8c4738 	 	1.0778e+04
12/05/2010   911a2f   	1.0558e+04
12/05/2010   	  	 0e347d 	 	1.3018e+04
05. 12. 2010      830d4f  1.2510e+04
2010-12-05   05d4b3 1.6297e+04
2010-12-05	:   0ad25f 	5.7946e+02
05.12.2010	 89fe42 	4.5193e+02
2010-12-05  :  63fd50   	1.5666e+04
2010-12-05    4224d9    299.4516091447443
05. 12. 2010     	141eb9   162.92633071165903
2010-12-06    4f3a27 818.3777109619454
12/06/2010   	  89943d  8.4593e+02
06.12.2010    83041a	  	9.6093e+02
2010-12-06      746f6c  3.5324e+02
2010-12-06        93a52a 909.5557903725596
12/06/2010  87ea55  	 1.0859e+03
12/06/2010 			6717b0   296.56307621226534
07. 12. 2010	    290357   1.9177e+04
2010-12-07	  	   16eb0e 9.7238e+02
2010-12-07  	35a7d6  17369.29893890305
12/07/2010     5630d2  	 10060.081340542487
2010-12-07 	 :  	0653d5    8.9799e+02
2010-12-07   3dc72b	 	1.6118e+04
2010-12-07  : 	  85e366	 1.8435e+04
07. 12. 2010    766818		1.2411e+04
2010-12-07    	864c1c	8.8909e+02
07. 12. 2010	   592ed6   	1.0008e+04
07.12.2010	  	  160a6f  	3.0250e+02
07.12.2010    :    3508da    571.4351832540387
2010-12-08    	 13f86f   1.9409e+04
12/08/2010      	8ecda9 	 204.43399245450354
08. 12. 2010 	2930c9  		1.9285e+04
08. 12. 2010  	  	848b5e 1.5134e+04
08.12.2010      87955f 1.2516e+03
12/08/2010     871e25 9.6192e+02
2010-12-08   	    0bf57a	1.7463e+04
2010-12-08     	 758f6d    1.1712e+03
08. 12. 2010		 :	  4854fa  1.7233e+04
12/08/2010    6eb8a7  	1.6348e+04
2010-12-09  1c4792   1.4835e+04
12/09/2010   	 	0aa024  10635.78757580069
2010-12-09	   66b482   19357.077250676404
2010-12-09    5bf6c0  1.8124e+04
2010-12-09	  	 185e74 1.8718e+04
12/09/2010	:		22bb7d   	8.7262e+02
2010-12-09   	  16a0ae    1341.9449570932854
12/09/2010   	 		1b432a 	 1.7570e+03
09.12.2010 	 6d9fa8 1.0264e+04
2010-12-09    54f09d   69.94870363902861
2010-12-09 	      5a6dbe   5.7407e+02
2010-12-09	    115587  9.1123e+02
2010-12-10 	 38f4f7	   4.2114e+02
2010-12-10   175d86			1.8932e+04
10.12.2010   	262b65   1.3356e+04
12/10/2010  984982 1.1148e+04
10. 12. 2010		 46bfb6 	16561.308803596105
10. 12. 2010     	 8222b5   1130.1185362241465
12/10/2010      70d028   1.9125e+04
2010-12-10  3e3f93  1.2048e+04
2010-12-10	   	 629a5e 1.7670e+04
2010-12-11    584826  2.2218e+02
11. 12. 2010  165cc9  1.3899e+02
2010-12-11  7904cb    19015.61668669674
12/11/2010 	      2e023b	 1.0550e+04
12/11/2010    957b82  		1.5303e+04
11.12.2010       05841c	 12932.249001011682
2010-12-11   57e598 1.3711e+04
2010-12-11	 28e631    3.6572e+02
2010-12-11   :	  2fd94a  3.7967e+02
2010-12-11  		  1cfa50 1.0681e+04
2010-12-12 	52240e    1.0017e+03
12. 12. 2010  4ae26d		13973.29724885401
12.12.2010  0eb5de 	1.9993e+04
12. 12. 2010 	 135429   5.4025e+02
12/12/2010 		 7b6cbd 7.4077e+02
12.12.2010 	 	 	  46c3ac	 1.2187e+03
2010-12-12    5947dd  	 8.7113e+02
2010-12-12 :   5570b6   1675.4855486549136
12. 12. 2010   	  26b5ff	8.7781e+02
2010-12-12      098ec2  1.3755e+03
12. 12. 2010     49e2ae 	  1.0463e+03
2010-12-12		  9357e9	   1.1522e+04
12.12.2010		   6b270c 1.9077e+04
2010-12-12 	     	8a72c6	 9.7812e+02
12. 12. 2010     0b3a98  1.6507e+02
12. 12. 2010  	 4ae7ec   	6.0065e+02
2010-12-12       5c1210	   1.9318e+02
2010-12-13  034ab5 	13808.3635292368
2010-12-13 	 	8612f2 1.6202e+04
2010-12-13   	 	7425c0		577.2726240730327
2010-12-13  :  	297b69   1.2454e+04
2010-12-13	    816ed8 326.85165282421127
12/13/2010    718812 4.0537e+02
13.12.2010 	  439d04	1604.596166885589
2010-12-13	  4fd189 1.9972e+04
2010-12-13		  :	 075b10  1.2693e+04
2010-12-13    	  1d6bdc  	 1.1568e+04
13.12.2010     	90a047   4.6865e+02
12/13/2010	 		 967769   1.4114e+04
14.12.2010    2309a4  1.1572e+04
14.12.2010	 	4dd545 17190.460744138294
12/14/2010  021b22	1.3216e+04
12/14/2010    975449  454.3945307297395
2010-12-14 	     456ba1  	1.5889e+04
2010-12-14   	6e95de    6.5327e+01
12/14/2010     1f5688 12335.278457337005
14. 12. 2010   58cf56	 		1.3621e+02
14.12.2010 	149f14   	15924.181397804336
2010-12-14     5d0ce3 8.4345e+02
2010-12-14      8ff2db	  19859.024195719656
2010-12-14     	 41ce08  350.1233844710682
2010-12-14	  	   4f6dd6		 12139.79279865884
14.12.2010   73c9bd 9.4151e+01
2010-12-14    :  55a7f8  1.7627e+04
2010-12-15     69b754  	3.4053e+02
2010-12-15	    908f6e   1.5055e+04
12/15/2010  	  	 4ee2c8  	 1.8130e+04
2010-12-15   64d03b 	1.0747e+03
2010-12-15	  0f4c9d    8.2786e+02
2010-12-15 : 4b79cc 1571.4563486336947
15.12.2010      4a53ab	   4.0282e+02
2010-12-15 	  		07705f    6.4024e+02
12/15/2010  62d05f 1.7371e+04
15.12.2010    	 00e576    12.657788470167416
2010-12-15	    	097dca  	 1.4732e+04
15. 12. 2010     3e00e2 18140.762287111782
2010-12-15 		 14ca6d  1.4139e+04
16.12.2010  	185e7f				3.7217e+02
12/16/2010	  	   9729f0 	3.3192e+02
