#y3 y4 y2 time y1
0.0146 1.3755 -1.4636 10.96 1.5007
-0.3528 1.6828 -1.3769 10.97 1.3504
-0.6578 1.6534 -1.1482 10.98 1.5279
-0.8079 2.0213 -0.8063 10.99 1.3019
-1.0231 1.9282 -0.5494 11.0 1.2229
-0.9637 1.9979 -0.2669 11.01 1.3206
-0.8463 2.1284 0.0796 11.02 1.1821
-0.4979 1.6658 0.383 11.03 0.911
-0.2312 1.5266 0.6529 11.04 0.7326
0.1225 1.2123 0.8189 11.05 0.4975
0.4089 0.8863 1.0404 11.06 0.2162
0.7193 0.5584 0.9732 11.07 -0.0738
0.8044 0.0956 0.9983 11.08 -0.3773
0.6981 -0.3214 0.8429 11.09 -0.6731
0.6672 -0.655 0.6526 11.1 -0.9096
0.3488 -0.9817 0.3766 11.11 -1.1793
-0.0281 -1.4435 0.0833 11.12 -1.4471
-0.4137 -1.4956 -0.1767 11.13 -1.6075
-0.9018 -1.6885 -0.3635 11.14 -1.8168
-1.2716 -1.6216 -0.5145 11.15 -2.0488
-1.3672 -1.4615 -0.6327 11.16 -2.1225
-1.5599 -1.4904 -0.7047 11.17 -1.8209
-1.5018 -1.3385 -0.5773 11.18 -1.8486
-1.5527 -0.9133 -0.4215 11.19 -2.0455
-1.1153 -0.61 -0.2076 11.2 -1.7099
-0.8648 -0.3694 0.0726 11.21 -1.7597
-0.6312 -0.0673 0.4078 11.22 -1.57
-0.2799 0.2073 0.6535 11.23 -1.3746
-0.0958 0.4251 0.9613 11.24 -1.1485
0.0136 0.5945 1.1746 11.25 -1.0801
-0.0129 0.6496 1.6106 11.26 -0.8804
-0.1594 0.6532 1.7548 11.27 -0.6704
-0.4702 0.6092 1.7881 11.28 -0.443
-0.8076 0.4896 1.6512 11.29 -0.2908
-1.2089 0.3841 1.6123 11.3 -0.149
-1.7444 0.1758 1.2837 11.31 -0.0335
-1.7811 -0.0018 1.016 11.32 0.0394
-2.225 -0.1788 0.8522 11.33 0.0739
-2.241 -0.3067 0.4983 11.34 0.0843
-2.2425 -0.4525 0.2529 11.35 0.0521
-2.1464 -0.4352 0.0779 11.36 -0.0147
-2.0042 -0.4845 -0.0332 11.37 -0.1133
-1.3793 -0.3643 -0.0756 11.38 -0.2301
-1.1902 -0.2534 -0.0221 11.39 -0.3598
-0.9089 -0.115 0.1225 11.4 -0.5127
-0.6008 0.0981 0.3238 11.41 -0.6388
-0.4435 0.3043 0.6432 11.42 -0.7551
-0.4512 0.4805 0.9714 11.43 -0.9099
-0.5769 0.6746 1.1175 11.44 -1.0243
-0.8051 0.826 1.441 11.45 -1.0964
-1.0015 0.916 1.8606 11.46 -1.1503
-1.4214 0.9312 2.0253 11.47 -1.0814
-1.6109 0.7942 1.9218 11.48 -1.1565
-2.108 0.5657 2.3464 11.49 -1.202
-2.2934 0.3724 2.1545 11.5 -1.0437
-2.0685 0.0694 1.9024 11.51 -1.0304
-2.3541 -0.2999 1.6922 11.52 -0.8316
-1.827 -0.7334 1.4562 11.53 -0.6786
-1.597 -1.1832 1.3139 11.54 -0.4445
-1.2685 -1.5659 0.9814 11.55 -0.2653
-0.7958 -1.7684 0.7359 11.56 -0.0655
-0.4948 -2.4685 0.6072 11.57 0.1276
-0.1835 -2.7207 0.3909 11.58 0.3447
0.0146 -2.4715 0.3611 11.59 0.4702
0.091 -2.6288 0.3498 11.6 0.6742
0.0261 -2.8491 0.4445 11.61 0.7999
-0.1494 -2.5276 0.7225 11.62 0.8872
-0.3785 -2.5584 0.9582 11.63 0.8566
-0.6891 -2.1393 1.0949 11.64 0.873
-0.9526 -2.0091 1.4375 11.65 0.8621
-1.2036 -1.8543 1.8891 11.66 0.7759
-1.4472 -1.4572 1.8918 11.67 0.7227
-1.4723 -1.0894 2.4195 11.68 0.528
-1.3069 -0.8636 2.4685 11.69 0.3989
-0.953 -0.663 2.6857 11.7 0.1509
-0.696 -0.5254 2.3073 11.71 -0.0843
-0.2291 -0.4138 2.5082 11.72 -0.3458
0.2217 -0.3889 1.9369 11.73 -0.617
0.6584 -0.479 1.8477 11.74 -0.8166
1.0336 -0.5839 1.6595 11.75 -1.1855
1.1404 -0.6441 1.2738 11.76 -1.4308
1.3944 -0.8128 1.0412 11.77 -1.4009
1.3206 -1.0117 0.7937 11.78 -1.8278
1.0688 -1.0361 0.6623 11.79 -1.7984
0.8551 -1.0784 0.4715 11.8 -1.9359
0.481 -1.1746 0.535 11.81 -2.17
0.242 -1.2503 0.5727 11.82 -2.2161
-0.0052 -1.1402 0.7892 11.83 -2.1139
-0.1383 -0.9777 0.8894 11.84 -2.0618
-0.1492 -0.7879 1.1859 11.85 -1.8907
-0.0469 -0.477 1.482 11.86 -1.9668
0.1841 -0.2464 1.7381 11.87 -1.8358
0.5704 0.0142 2.0285 11.88 -1.5424
1.0234 0.2642 2.4149 11.89 -1.2693
1.2733 0.4587 2.3764 11.9 -1.1973
1.568 0.6332 2.6666 11.91 -1.1237
1.9704 0.8025 2.3842 11.92 -1.0208
2.2803 0.8805 2.3057 11.93 -0.7343
2.4799 0.8181 1.9858 11.94 -0.7499
2.1408 0.6275 1.7942 11.95 -0.6636
1.8522 0.3739 1.6076 11.96 -0.5727
1.7156 0.0933 1.3403 11.97 -0.5608
1.3701 -0.2429 1.0197 11.98 -0.6296
1.0971 -0.5682 0.7955 11.99 -0.694
0.7498 -1.1066 0.6109 12.0 -0.6909
0.538 -1.2633 0.4729 12.01 -0.9238
0.4544 -1.8463 0.4001 12.02 -0.9372
0.4835 -1.9202 0.4752 12.03 -1.1948
0.7307 -2.434 0.6052 12.04 -1.2798
1.0141 -2.5221 0.7496 12.05 -1.43
1.3894 -2.3457 0.971 12.06 -1.4557
1.7729 -2.5129 1.3252 12.07 -1.6017
2.1016 -2.2971 1.745 12.08 -1.5986
2.2928 -1.9292 1.9328 12.09 -1.6347
2.6015 -1.7043 2.0983 12.1 -1.814
2.5034 -1.51 2.1856 12.11 -1.8739
2.1757 -1.0819 2.4378 12.12 -1.9518
1.8159 -0.9025 2.3834 12.13 -1.8361
1.611 -0.554 2.2983 12.14 -1.4168
1.2905 -0.2767 1.8511 12.15 -1.3916
0.8228 -0.0671 1.6833 12.16 -1.2719
0.4609 0.0811 1.3143 12.17 -0.9497
0.282 0.1544 1.1098 12.18 -0.6709
0.1293 0.2014 0.8473 12.19 -0.4208
0.1584 0.1532 0.5594 12.2 -0.1123
0.2734 0.0877 0.3108 12.21 0.2071
0.5257 -0.0201 0.1881 12.22 0.4829
0.819 -0.1258 0.132 12.23 0.807
1.2538 -0.2265 0.1737 12.24 1.0535
1.4726 -0.3252 0.289 12.25 1.3683
1.6268 -0.3233 0.4628 12.26 1.4066
1.8562 -0.3322 0.7303 12.27 1.6635
1.6114 -0.2368 1.035 12.28 1.9655
1.4402 -0.104 1.2285 12.29 2.1431
1.3577 0.102 1.4927 12.3 1.8679
0.8699 0.3587 1.8865 12.31 2.045
0.4896 0.5957 2.0055 12.32 1.9436
0.0674 0.9752 2.1052 12.33 2.023
-0.2791 1.3723 1.9153 12.34 1.8001
-0.4857 1.5432 1.8951 12.35 1.603
-0.6243 1.7469 1.7903 12.36 1.5936
-0.5814 2.0391 1.3455 12.37 1.4051
-0.4589 2.1484 1.1633 12.38 1.2381
-0.236 1.9559 0.7913 12.39 1.2653
0.0715 2.1846 0.4839 12.4 0.9483
0.4117 1.8095 0.2191 12.41 0.9671
0.6446 1.7679 -0.0257 12.42 0.8856
0.9423 1.4332 -0.1661 12.43 0.6859
0.9793 0.9992 -0.2687 12.44 0.6443
1.0225 0.6665 -0.2234 12.45 0.6914
0.9786 0.3179 -0.127 12.46 0.6874
0.6643 -0.0301 0.0377 12.47 0.6693
0.2871 -0.3818 0.2664 12.48 0.8925
-0.0888 -0.6177 0.5434 12.49 0.9532
-0.458 -0.8732 0.8208 12.5 1.0841
-0.7794 -1.0282 1.1504 12.51 1.2744
-0.8993 -0.9282 1.4109 12.52 1.3223
-0.9759 -1.03 1.4428 12.53 1.559
-1.0519 -0.9105 1.6748 12.54 1.5595
-0.7838 -0.6218 1.551 12.55 1.617
-0.4757 -0.4252 1.3994 12.56 1.7281
-0.1108 -0.109 1.2463 12.57 2.0407
0.2744 0.1746 0.9908 12.58 2.1298
0.5812 0.4567 0.7257 12.59 1.882
0.8481 0.6531 0.4726 12.6 1.9041
1.036 0.8305 0.1349 12.61 1.9427
1.0498 0.9629 -0.1418 12.62 1.9294
0.9868 1.098 -0.3919 12.63 1.8178
