# label : secret experiment #3487
# y : intensity
#y2 y5 y4 time y1 y3 y6
-0.4832 2.3727 1.0382 7.73 0.4299 -1.1778 0.0543
-0.4909 2.343 0.5519 7.74 0.3895 -0.8758 -0.5866
-0.4793 2.3348 0.1025 7.75 0.305 -0.5392 -1.2282
-0.4559 2.1757 -0.2009 7.76 0.1661 -0.186 -1.6621
-0.3379 2.0769 -0.3564 7.77 0.0136 0.1823 -1.7046
-0.292 1.9592 -0.3364 7.78 -0.152 0.5499 -1.102
-0.2079 1.9569 -0.1067 7.79 -0.3451 0.8598 -0.4663
-0.1313 1.6945 0.229 7.8 -0.4802 0.9099 0.0886
-0.0578 1.5976 0.6107 7.81 -0.7273 0.9353 0.2442
0.0386 1.5878 0.9141 7.82 -0.9229 0.7461 -0.0365
0.1457 1.4035 1.1949 7.83 -0.9199 0.5375 -0.6201
0.2653 1.2038 1.4198 7.84 -1.1217 0.2029 -1.2953
0.3641 1.0583 1.2666 7.85 -1.2044 -0.1229 -1.7771
0.4303 1.1415 0.9491 7.86 -1.1005 -0.395 -1.7169
0.5135 0.9478 0.545 7.87 -1.0649 -0.6483 -1.2589
0.6286 0.9886 0.1105 7.88 -1.0802 -0.8291 -0.6886
0.806 0.9631 -0.3341 7.89 -0.828 -0.7348 -0.1191
0.9633 0.8205 -0.6516 7.9 -0.6673 -0.5361 0.1148
0.984 0.8615 -0.9408 7.91 -0.5893 -0.2502 -0.0972
1.1666 0.9684 -0.8905 7.92 -0.3426 0.1266 -0.7269
1.0604 1.0278 -0.6725 7.93 -0.1213 0.5021 -1.2937
1.3083 1.1577 -0.3308 7.94 0.1125 0.9949 -1.8261
1.3492 1.0947 0.0315 7.95 0.3353 1.2393 -2.0661
1.4176 1.3594 0.4383 7.96 0.489 1.5163 -1.5744
1.5556 1.2935 0.7526 7.97 0.6471 1.5421 -0.9695
1.5642 1.523 0.8405 7.98 0.9155 1.5727 -0.3131
1.6406 1.6847 0.8128 7.99 0.8898 1.3176 0.0178
1.686 1.7294 0.5425 8.0 1.1187 1.2601 -0.1314
1.5765 1.9689 0.1395 8.01 0.9801 0.7693 -0.5894
1.5655 2.0328 -0.3344 8.02 1.0122 0.4862 -1.2633
1.5855 2.0817 -0.7203 8.03 0.9933 0.2818 -1.7097
1.4759 2.2217 -1.0902 8.04 0.8976 0.1363 -2.1333
1.6844 2.434 -1.2679 8.05 0.7791 0.1003 -1.6515
1.4174 2.6372 -1.4033 8.06 0.5215 0.1976 -1.0357
1.6039 2.8081 -1.1601 8.07 0.3387 0.4435 -0.3801
1.6166 2.6283 -0.9535 8.08 0.1275 0.743 -0.0326
1.4805 2.9429 -0.5055 8.09 -0.0747 1.3309 -0.0931
1.372 2.6591 -0.1174 8.1 -0.3224 1.5747 -0.5941
1.4419 2.5686 0.1932 8.11 -0.4784 2.2432 -1.2745
1.1311 2.369 0.3594 8.12 -0.6431 2.4693 -1.7263
1.1738 2.6407 0.3593 8.13 -0.8709 2.5486 -2.07
1.18 2.4244 0.179 8.14 -0.9865 2.6323 -1.7213
1.0849 2.2587 -0.1706 8.15 -1.1003 2.4645 -1.0739
1.0401 2.3157 -0.6404 8.16 -1.0414 2.2872 -0.4907
0.831 1.9071 -1.0384 8.17 -1.0006 1.7939 -0.0391
0.8243 1.7671 -1.3834 8.18 -0.9478 1.5673 -0.0169
0.7322 1.6311 -1.6555 8.19 -0.8797 1.2371 -0.4616
0.6075 1.4968 -1.8361 8.2 -0.6632 1.0517 -1.0436
0.5434 1.1335 -1.727 8.21 -0.5344 0.9479 -1.4989
0.5391 0.8873 -1.4021 8.22 -0.4158 0.9133 -1.9818
0.3952 0.8377 -0.883 8.23 -0.176 1.0651 -1.8124
0.3477 0.6244 -0.5107 8.24 -0.0073 1.4332 -1.0574
0.3228 0.3677 -0.169 8.25 0.1722 1.7624 -0.5211
0.2441 0.2535 0.0336 8.26 0.3054 1.9671 0.0192
0.1849 0.1006 0.0639 8.27 0.4897 2.3552 0.1135
0.1709 -0.0299 -0.0851 8.28 0.5806 2.7946 -0.2261
0.1199 -0.1227 -0.3676 8.29 0.6305 3.196 -0.8508
0.0823 -0.2154 -0.877 8.3 0.6 3.1633 -1.4795
0.0639 -0.2349 -1.2281 8.31 0.5738 3.1334 -1.8609
0.0358 -0.3131 -1.573 8.32 0.4973 2.9409 -1.7858
0.0219 -0.3047 -2.0611 8.33 0.3475 2.3412 -1.0407
0.0105 -0.2708 -2.195 8.34 0.2034 1.8483 -0.4646
0.0025 -0.2393 -2.0412 8.35 0.026 1.4577 0.1284
0.0001 -0.1891 -1.6401 8.36 -0.2036 1.3499 0.2975
0.0016 -0.1153 -1.2879 8.37 -0.4069 0.9992 0.0385
0.0072 -0.0237 -0.8104 8.38 -0.7313 0.9277 -0.5778
0.016 0.0692 -0.4258 8.39 -0.9355 0.9474 -1.2335
0.0272 0.1848 -0.1689 8.4 -1.0835 1.1199 -1.6791
0.0414 0.2943 -0.0858 8.41 -1.3788 1.5226 -1.5205
0.0606 0.3563 -0.183 8.42 -1.5511 1.7824 -0.9519
0.0662 0.5175 -0.5009 8.43 -1.8138 1.9228 -0.2998
0.0956 0.549 -0.9607 8.44 -1.8932 2.4087 0.2877
0.1033 0.6266 -1.3812 8.45 -1.6586 2.4164 0.5886
0.1189 0.6412 -1.6417 8.46 -1.6823 2.8147 0.3429
0.1332 0.6993 -2.1001 8.47 -1.8296 2.3883 -0.204
0.1431 0.7846 -2.2276 8.48 -1.7681 2.5863 -0.7579
0.1598 0.7921 -2.2003 8.49 -1.7395 2.2572 -1.3725
0.1634 0.6788 -1.9218 8.5 -1.3697 1.584 -1.3441
0.1872 0.6634 -1.3547 8.51 -1.2784 1.2024 -0.7818
0.2009 0.5933 -0.8692 8.52 -1.1722 0.8112 -0.1493
0.1716 0.5586 -0.5687 8.53 -0.8543 0.5685 0.4761
0.1903 0.4338 -0.2364 8.54 -0.6257 0.3099 0.8047
0.1798 0.2872 -0.1013 8.55 -0.53 0.255 0.6541
0.1542 0.1083 -0.1496 8.56 -0.3711 0.3452 0.1928
0.1621 -0.0533 -0.4276 8.57 -0.2341 0.5228 -0.4842
0.1349 -0.2302 -0.811 8.58 -0.1497 0.8092 -0.8384
0.1274 -0.376 -1.1549 8.59 -0.1063 1.0664 -0.9663
0.0958 -0.5989 -1.4644 8.6 -0.1216 1.2986 -0.646
0.0658 -0.8067 -2.0758 8.61 -0.1696 1.7987 0.0258
0.048 -1.024 -2.2259 8.62 -0.2651 1.7726 0.7279
0.0142 -1.1519 -1.8258 8.63 -0.3795 1.6689 1.0686
-0.0178 -1.2606 -1.8695 8.64 -0.5649 1.7888 0.9506
-0.0475 -1.5293 -1.3828 8.65 -0.7016 1.3527 0.5875
-0.0857 -1.6202 -0.9765 8.66 -0.9458 1.0042 -0.0378
-0.1237 -1.7826 -0.5095 8.67 -1.0925 0.5302 -0.56
-0.1684 -1.714 -0.1669 8.68 -1.3633 0.1539 -0.6645
-0.1791 -1.8602 0.0177 8.69 -1.4803 -0.2451 -0.4333
-0.2338 -1.9394 0.0013 8.7 -1.8759 -0.538 0.2408
-0.2403 -1.9613 -0.19 8.71 -1.7627 -0.6454 0.8466
-0.2805 -1.9615 -0.5433 8.72 -1.9444 -0.668 1.405
-0.33 -1.9555 -0.8923 8.73 -2.0009 -0.4542 1.4896
-0.294 -1.7868 -1.3348 8.74 -1.9091 -0.2434 1.0373
-0.3477 -1.6909 -1.7474 8.75 -2.232 0.0807 0.4041
-0.3766 -1.81 -1.8464 8.76 -1.9109 0.4209 -0.1649
-0.381 -1.6753 -1.9425 8.77 -1.9584 0.706 -0.3673
-0.4009 -1.4294 -1.521 8.78 -1.6522 0.8747 -0.1517
-0.3971 -1.2449 -1.2957 8.79 -1.5383 0.9696 0.4205
-0.3462 -1.0474 -0.7533 8.8 -1.5039 1.0142 1.1144
-0.3313 -0.9008 -0.3267 8.81 -1.096 0.7943 1.6393
-0.3727 -0.7499 0.0106 8.82 -0.9541 0.5041 1.7896
-0.3231 -0.5889 0.2281 8.83 -0.6412 0.1341 1.368
-0.3224 -0.484 0.2644 8.84 -0.4491 -0.2694 0.7784
-0.2773 -0.3866 0.0951 8.85 -0.2296 -0.6155 0.2138
-0.2328 -0.2759 -0.2068 8.86 -0.0728 -0.9113 -0.0648
-0.1974 -0.1581 -0.6741 8.87 0.0844 -1.1104 0.1025
-0.1633 -0.0681 -1.0873 8.88 0.1919 -1.1352 0.5933
-0.1061 -0.0117 -1.2753 8.89 0.256 -0.9778 1.3088
-0.062 0.0241 -1.4473 8.9 0.2685 -0.7791 1.7258
-0.0142 0.0405 -1.6323 8.91 0.2656 -0.4261 2.0776
0.0368 0.0288 -1.43 8.92 0.1807 -0.0685 1.732
0.0857 -0.0059 -1.0683 8.93 0.0979 0.3273 1.0924
0.1425 -0.0662 -0.635 8.94 -0.0343 0.5602 0.5783
0.1878 -0.1304 -0.1743 8.95 -0.177 0.8405 0.2423
0.2431 -0.224 0.2062 8.96 -0.3594 0.9226 0.3377
0.2859 -0.3687 0.4353 8.97 -0.5064 0.7968 0.7921
0.3361 -0.416 0.5589 8.98 -0.6403 0.6612 1.4344
0.3913 -0.6387 0.4142 8.99 -0.8414 0.3213 2.2326
0.3825 -0.7601 0.1127 9.0 -0.9828 -0.0099 2.3833
0.4013 -0.8026 -0.29 9.01 -1.0815 -0.3856 2.0511
0.5054 -0.9923 -0.6705 9.02 -1.0283 -0.5984 1.513
0.497 -1.0469 -1.0974 9.03 -1.0767 -0.7798 0.8611
0.5013 -1.3095 -1.3339 9.04 -0.9982 -0.9183 0.5556
0.5085 -1.3106 -1.2185 9.05 -0.9559 -0.7912 0.4721
0.4533 -1.4726 -1.2797 9.06 -0.9354 -0.6047 0.9606
0.4866 -1.5699 -0.8926 9.07 -0.636 -0.2434 1.6003
0.4094 -1.4117 -0.4138 9.08 -0.4876 0.1367 2.2221
0.4441 -1.6646 0.0103 9.09 -0.2681 0.5477 2.377
0.4172 -1.6173 0.4201 9.1 -0.0093 0.9723 2.6099
0.3353 -1.3895 0.7205 9.11 0.2635 1.3564 1.7745
0.2868 -1.5019 0.7389 9.12 0.5658 1.3975 1.2288
0.2214 -1.4962 0.7278 9.13 0.7925 1.4888 0.7335
0.12 -1.3149 0.4062 9.14 1.1193 1.2175 0.6849
0.0553 -1.1164 0.0522 9.15 1.2311 1.1762 1.0317
-0.0365 -1.0045 -0.3398 9.16 1.3642 0.7893 1.7429
-0.1265 -0.8312 -0.7124 9.17 1.634 0.4943 2.4905
-0.2384 -0.7396 -1.0044 9.18 1.6447 0.1756 2.7823
-0.311 -0.5696 -1.0003 9.19 1.6612 -0.0414 2.6432
-0.4627 -0.3662 -1.0596 9.2 1.63 -0.1602 1.9101
-0.5552 -0.2031 -0.6539 9.21 1.8426 -0.1386 1.565
-0.6237 -0.0187 -0.3336 9.22 1.5694 0.022 0.9528
-0.7498 0.1405 0.1308 9.23 1.5741 0.2938 0.7572
-0.9036 0.2827 0.4937 9.24 1.2756 0.6606 1.0758
-1.033 0.4934 0.8205 9.25 1.1264 1.1884 1.5729
-1.1549 0.5617 1.0323 9.26 0.9877 1.5428 2.4168
-1.17 0.6777 0.8176 9.27 0.9828 1.8829 2.8697
-1.3412 0.7133 0.6555 9.28 0.7993 2.1971 2.8981
-1.4258 0.878 0.3084 9.29 0.6102 2.3712 2.2036
-1.5168 0.9801 -0.1373 9.3 0.4663 2.2311 1.4891
-1.8089 0.8722 -0.55 9.31 0.4049 1.9127 1.1177
-1.5982 0.9076 -0.8275 9.32 0.4019 1.7896 0.7335
-1.7799 0.9512 -0.9061 9.33 0.3895 1.4064 0.9467
-1.727 0.7634 -0.9576 9.34 0.4657 1.0589 1.5682
-1.7399 0.7459 -0.6245 9.35 0.5818 0.6767 2.4164
-1.9997 0.5872 -0.2931 9.36 0.6896 0.5186 2.9239
-2.1658 0.5479 0.129 9.37 0.837 0.3821 2.8445
-1.9513 0.3867 0.5096 9.38 1.0324 0.5171 2.5187
-1.8977 0.2226 0.8596 9.39 1.3433 0.6962 1.5354
-1.7975 0.0917 1.1126 9.4 1.4151 0.8912 1.003
-2.0074 -0.0649 1.0024 9.41 1.8995 1.4061 0.7964
-2.0212 -0.2126 0.7209 9.42 2.0245 1.7075 0.9757
-1.9093 -0.3445 0.3812 9.43 2.1866 2.1005 1.4997
-1.8123 -0.5196 -0.0151 9.44 2.4294 2.3433 1.9255
-1.6535 -0.5644 -0.4709 9.45 2.6162 2.6332 2.5153
-1.7747 -0.7155 -0.7336 9.46 2.873 2.261 2.6853
-1.5149 -0.8998 -0.9102 9.47 2.5033 2.3553 2.1938
-1.5423 -0.9087 -0.8588 9.48 2.7261 1.99 1.6504
-1.2429 -0.9549 -0.7354 9.49 2.9559 1.5538 0.9759
-1.2782 -0.8901 -0.3636 9.5 2.8691 1.2327 0.7228
-1.1489 -1.0739 0.0307 9.51 2.4333 0.8809 0.6919
-0.9463 -0.9129 0.4606 9.52 2.5463 0.5476 1.1131
-0.874 -0.9276 0.7826 9.53 2.3218 0.3884 1.8672
-0.6161 -0.9589 0.954 9.54 1.9298 0.3281 2.3497
-0.5045 -0.8666 1.0466 9.55 2.0856 0.4179 2.6732
-0.4219 -0.6628 0.8121 9.56 1.6341 0.6393 2.1503
-0.257 -0.6278 0.3898 9.57 1.365 0.8666 1.5705
-0.1243 -0.458 -0.0244 9.58 1.3731 1.1441 1.0197
0.0177 -0.2844 -0.4699 9.59 1.0365 1.5116 0.5721
0.1375 -0.1687 -0.9107 9.6 0.9488 1.8618 0.58
0.2749 -0.0309 -1.0788 9.61 0.8817 1.8466 1.0027
0.4102 0.0985 -1.1278 9.62 0.9025 1.8917 1.4671
0.5041 0.2413 -0.8681 9.63 0.8304 1.8249 2.1209
0.615 0.3456 -0.5918 9.64 0.7831 1.7012 2.2251
0.7178 0.4361 -0.2074 9.65 0.9206 1.0958 2.3607
0.6558 0.5773 0.2076 9.66 0.9669 0.8173 1.7479
0.7585 0.6275 0.5443 9.67 1.249 0.3389 0.9509
0.7623 0.7056 0.727 9.68 1.3594 -0.0395 0.4214
0.758 0.7728 0.8385 9.69 1.3792 -0.3106 0.2997
0.8105 0.7625 0.6065 9.7 1.7311 -0.4755 0.6919
0.7774 0.6685 0.307 9.71 1.8814 -0.4976 1.287
0.8402 0.7247 -0.1568 9.72 1.8821 -0.4039 2.0145
0.7917 0.5722 -0.5744 9.73 2.2162 -0.1677 2.3644
0.6759 0.5192 -1.039 9.74 2.514 0.1114 2.0244
0.6499 0.4301 -1.1939 9.75 2.3015 0.4057 1.6004
0.5113 0.2732 -1.3543 9.76 2.2497 0.7523 0.7204
0.4388 0.1379 -1.2091 9.77 2.6672 0.9276 0.232
0.3374 -0.0341 -0.9068 9.78 2.3957 0.8955 0.0442
0.235 -0.1895 -0.5156 9.79 2.2828 0.8264 0.3291
0.086 -0.3907 -0.1577 9.8 2.1995 0.7654 0.9273
-0.0607 -0.5293 0.1957 9.81 1.8757 0.3534 1.3826
-0.2273 -0.7729 0.4743 9.82 1.7555 -0.0261 1.8803
-0.3581 -0.8995 0.4918 9.83 1.5977 -0.4463 1.667
-0.5709 -1.0126 0.3828 9.84 1.4512 -0.9486 1.2709
-0.795 -1.2358 0.0534 9.85 1.0244 -1.1319 0.6955
-0.8434 -1.3539 -0.3671 9.86 0.8426 -1.4391 0.0467
-1.1575 -1.4392 -0.8822 9.87 0.5881 -1.582 -0.1814
-1.3257 -1.5176 -1.1349 9.88 0.416 -1.3863 0.0069
-1.4507 -1.5627 -1.5072 9.89 0.2265 -1.2652 0.5989
-1.5942 -1.725 -1.7576 9.9 0.0735 -1.0273 1.2626
-1.967 -1.6977 -1.5783 9.91 -0.0312 -0.6647 1.6232
-1.8723 -1.762 -1.2733 9.92 -0.1049 -0.354 1.5838
-2.189 -1.5968 -0.9631 9.93 -0.1172 -0.0887 1.1881
-2.4341 -1.6479 -0.5999 9.94 -0.1009 0.0841 0.5046
-2.4605 -1.3652 -0.1802 9.95 -0.0285 0.1226 -0.1103
-2.5684 -1.3146 0.0754 9.96 0.0788 0.0105 -0.4039
-2.5521 -1.1581 0.155 9.97 0.2117 -0.2241 -0.3004
-2.9677 -1.1418 0.0579 9.98 0.3486 -0.5317 0.226
-3.0643 -0.9531 -0.2122 9.99 0.5119 -0.9515 0.8309
-2.6598 -0.7905 -0.6429 10.0 0.7468 -1.4447 1.2283
-3.1039 -0.5571 -1.0818 10.01 0.8188 -1.8457 1.3993
-2.7514 -0.4518 -1.4442 10.02 0.9927 -2.1181 1.0059
-2.7615 -0.2808 -1.9205 10.03 1.1215 -1.968 0.4029
-2.8333 -0.1668 -1.9578 10.04 1.2729 -1.8927 -0.2574
-2.6251 -0.0327 -1.8433 10.05 1.214 -1.9617 -0.6023
-2.6681 0.0942 -1.9007 10.06 1.2654 -1.4913 -0.5123
-3.0619 0.1951 -1.4045 10.07 1.3808 -1.1331 -0.0819
-2.7578 0.2616 -0.9038 10.08 1.2747 -0.8551 0.5369
-2.5848 0.3025 -0.5425 10.09 1.1993 -0.4641 1.1725
-2.296 0.3933 -0.2784 10.1 0.9922 -0.239 1.3309
-2.2519 0.3751 -0.1813 10.11 0.8281 -0.0753 1.0368
-2.2354 0.3644 -0.2538 10.12 0.6111 -0.0561 0.371
-1.9199 0.3553 -0.4594 10.13 0.3295 -0.1623 -0.347
-2.0749 0.2627 -0.9511 10.14 0.1353 -0.455 -0.8357
-1.8577 0.2372 -1.3676 10.15 -0.1209 -0.7729 -0.8111
-1.6109 0.1259 -1.8229 10.16 -0.3733 -1.0401 -0.3238
-1.3549 0.0268 -2.1846 10.17 -0.5595 -1.5048 0.3141
-1.1357 -0.0935 -2.198 10.18 -0.7084 -1.6072 0.9304
-1.0874 -0.2146 -2.3258 10.19 -0.9364 -1.9337 1.1066
-0.8986 -0.3162 -2.0484 10.2 -1.079 -1.7667 0.8358
-0.6222 -0.4302 -1.7543 10.21 -1.0455 -1.7072 0.3276
-0.4234 -0.6178 -1.279 10.22 -1.0132 -1.3679 -0.3536
-0.2438 -0.6982 -0.8589 10.23 -0.9596 -1.0538 -0.8927
-0.0966 -0.8316 -0.5818 10.24 -0.9552 -0.6667 -0.9923
0.0838 -0.875 -0.4515 10.25 -0.8115 -0.2544 -0.49
0.2436 -1.0299 -0.4333 10.26 -0.6496 0.1124 0.1026
0.4041 -1.1009 -0.6864 10.27 -0.4801 0.3583 0.6787
0.5548 -1.1296 -0.9597 10.28 -0.2722 0.4749 0.9886
0.5901 -1.0617 -1.4299 10.29 -0.0896 0.4196 0.8374
0.7721 -1.1246 -1.7621 10.3 0.123 0.3215 0.3315
0.8372 -0.9599 -2.4869 10.31 0.2858 0.0473 -0.3693
0.8579 -1.059 -2.5166 10.32 0.4593 -0.2556 -0.9157
0.9267 -0.814 -2.4114 10.33 0.6879 -0.5443 -1.0869
1.0909 -0.8551 -2.3463 10.34 0.7959 -0.9405 -0.6939
1.0423 -0.6102 -2.1066 10.35 0.7574 -1.1856 -0.0549
1.0295 -0.4591 -1.7462 10.36 0.8265 -1.1406 0.5789
0.92 -0.3438 -1.1917 10.37 0.9167 -1.0721 1.0137
1.0093 -0.1414 -0.7688 10.38 0.737 -0.789 0.8337
0.8695 0.0491 -0.5689 10.39 0.6911 -0.5196 0.464
0.8987 0.2764 -0.6547 10.4 0.5514 -0.1391 -0.226
0.7001 0.4411 -0.7085 10.41 0.4583 0.2956 -0.87
0.6721 0.6904 -1.0187 10.42 0.2485 0.6984 -1.0526
0.508 0.7846 -1.6126 10.43 0.0431 0.9605 -0.7642
0.4372 1.0812 -1.7799 10.44 -0.1642 1.0401 -0.1599
0.2551 1.1589 -2.2745 10.45 -0.3516 1.08 0.5264
0.1217 1.4704 -2.7592 10.46 -0.5165 1.0447 0.9018
-0.0525 1.6671 -2.7567 10.47 -0.7308 0.9126 1.0388
-0.2142 1.5859 -2.4139 10.48 -0.7748 0.5557 0.5839
-0.4066 1.7673 -1.9923 10.49 -0.9431 0.2024 -0.0783
-0.5299 1.6487 -1.7734 10.5 -0.8269 -0.1401 -0.703
-0.7862 1.9638 -1.2869 10.51 -0.814 -0.4261 -0.9848
-0.9306 1.7434 -0.9242 10.52 -0.9135 -0.5482 -0.75
-1.1984 1.9352 -0.6783 10.53 -0.7782 -0.5556 -0.1766
-1.4034 1.697 -0.5609 10.54 -0.6433 -0.5203 0.5264
-1.4606 1.8695 -0.7175 10.55 -0.4105 -0.2503 1.0258
-1.7992 1.8704 -1.0471 10.56 -0.2327 0.0803 1.0532
-1.874 1.546 -1.2855 10.57 -0.001 0.4629 0.8224
-2.0825 1.5107 -1.7101 10.58 0.2582 0.7638 0.1393
-2.0822 1.3516 -2.0868 10.59 0.4924 1.1003 -0.5085
-2.3472 1.3631 -2.6086 10.6 0.6813 1.2494 -0.7918
-2.2499 1.247 -2.3078 10.61 0.8455 1.5493 -0.616
-2.5723 1.1387 -2.3465 10.62 1.1814 1.2824 -0.158
-2.6614 1.0703 -1.923 10.63 1.257 1.0378 0.5217
-2.5977 0.9391 -1.7924 10.64 1.3108 0.8858 1.1189
-2.5745 0.8219 -1.272 10.65 1.4352 0.3963 1.1711
-2.5386 0.718 -0.7614 10.66 1.4875 0.0421 1.0609
-2.8072 0.6493 -0.4867 10.67 1.5562 -0.3135 0.3997
-2.8351 0.6421 -0.4012 10.68 1.351 -0.5781 -0.2265
-2.5819 0.5584 -0.5 10.69 1.2457 -0.7899 -0.5739
-2.8348 0.5352 -0.7549 10.7 1.1019 -0.7671 -0.5743
-2.6018 0.6417 -1.1408 10.71 1.0407 -0.5585 -0.0719
-2.3849 0.6056 -1.3458 10.72 0.9454 -0.3444 0.6101
-2.5074 0.7623 -1.9361 10.73 0.6241 -0.0489 1.183
-2.5198 0.7404 -2.0076 10.74 0.5408 0.2727 1.4666
-2.1012 0.8633 -2.1545 10.75 0.296 0.5529 1.2324
-1.9925 0.9488 -2.2771 10.76 0.1564 0.8007 0.6383
-2.1585 1.2771 -1.8366 10.77 0.031 0.9146 0.0662
-1.7468 1.4042 -1.4843 10.78 -0.0633 0.864 -0.3562
-1.618 1.5791 -1.007 10.79 -0.1067 0.7524 -0.388
-1.4171 1.8052 -0.5383 10.8 -0.1238 0.4157 0.0356
-1.3941 1.7613 -0.2296 10.81 -0.0958 -0.0132 0.7056
-1.2033 2.1471 -0.0634 10.82 -0.0225 -0.4316 1.2493
-1.0454 2.2188 -0.0767 10.83 0.1038 -0.8372 1.5762
-0.8275 2.4476 -0.2635 10.84 0.2461 -1.3087 1.6464
-0.7072 2.5822 -0.6349 10.85 0.4673 -1.4049 1.0778
-0.5553 2.3114 -1.0606 10.86 0.6247 -1.6574 0.3448
-0.4008 2.3366 -1.5122 10.87 0.9278 -1.6315 -0.1052
-0.2196 2.8521 -1.8345 10.88 0.9894 -1.4517 -0.1877
-0.0481 2.608 -1.9195 10.89 1.3147 -1.128 0.183
0.0914 2.6241 -1.8307 10.9 1.443 -0.79 0.7589
0.2236 2.9287 -1.6501 10.91 1.6765 -0.4976 1.4652
0.3635 2.5767 -1.0645 10.92 1.8124 -0.2121 1.9032
0.537 2.6032 -0.6258 10.93 1.9725 -0.0689 1.9077
0.6548 2.5223 -0.2005 10.94 2.0635 -0.0474 1.4258
0.7229 2.141 0.1682 10.95 1.9377 -0.1716 0.6922
0.7732 2.2101 0.3536 10.96 1.9702 -0.4064 0.1632
0.7611 2.2181 0.4438 10.97 1.9413 -0.7798 0.0175
0.8793 2.0631 0.2551 10.98 1.7542 -1.1438 0.3188
0.9819 1.6539 -0.0556 10.99 1.7043 -1.6198 0.9059
0.9164 1.5299 -0.428 11.0 1.3963 -2.158 1.711
0.9755 1.2377 -0.9196 11.01 1.3408 -2.4339 2.14
1.0424 1.193 -1.1222 11.02 1.0771 -2.3797 2.0021
0.9918 0.9936 -1.3898 11.03 0.869 -2.3117 1.5872
0.9029 0.7179 -1.2079 11.04 0.6438 -2.4265 1.0274
0.834 0.6114 -1.1508 11.05 0.4526 -2.0465 0.461
0.8308 0.4366 -0.6244 11.06 0.2419 -1.8394 0.2288
0.6545 0.322 -0.2336 11.07 0.0734 -1.419 0.4106
0.5994 0.1659 0.2318 11.08 -0.0329 -1.2733 1.0014
0.5266 0.0845 0.6488 11.09 -0.1081 -1.0096 1.7992
0.4089 -0.0025 0.8931 11.1 -0.1267 -0.7586 2.1229
0.3721 -0.0555 1.0581 11.11 -0.1275 -0.792 2.4554
0.224 -0.0901 0.8795 11.12 -0.073 -1.0577 2.0716
0.1249 -0.1032 0.6138 11.13 0.0235 -1.1488 1.2392
-0.0071 -0.0947 0.187 11.14 0.1598 -1.7252 0.6663
-0.1186 -0.0559 -0.2143 11.15 0.3157 -2.0614 0.4012
-0.2387 -0.0127 -0.5186 11.16 0.4707 -2.5052 0.5477
-0.3775 0.0477 -0.67 11.17 0.7066 -2.5416 1.112
-0.4543 0.1328 -0.7853 11.18 0.8587 -2.6847 1.9242
-0.5997 0.2274 -0.5062 11.19 1.0776 -2.9216 2.2755
-0.676 0.2913 -0.1961 11.2 1.1794 -2.6519 2.5517
-0.8301 0.4051 0.2287 11.21 1.323 -2.485 2.04
-0.9338 0.5149 0.6537 11.22 1.2937 -2.1875 1.5891
-0.9846 0.5182 1.0313 11.23 1.2531 -2.0214 0.9822
-1.1761 0.6234 1.3336 11.24 1.4461 -1.3698 0.492
-1.2718 0.6936 1.4384 11.25 1.2855 -1.1441 0.5614
-1.2556 0.8092 1.4613 11.26 1.1842 -0.8516 1.1543
-1.4038 0.7362 1.217 11.27 1.0965 -0.8706 1.7047
-1.4592 0.7717 0.8498 11.28 0.957 -0.7855 2.4403
-1.2877 0.7934 0.4096 11.29 0.6623 -0.9928 2.3319
-1.3776 0.7324 0.0572 11.3 0.422 -1.2426 2.3155
-1.4696 0.6869 -0.1627 11.31 0.1674 -1.53 1.5848
-1.4342 0.6154 -0.2138 11.32 -0.0928 -1.9201 1.0129
-1.4434 0.4524 -0.0685 11.33 -0.3219 -2.243 0.6831
-1.4845 0.3144 0.2607 11.34 -0.6051 -2.2844 0.6621
-1.3356 0.1926 0.7008 11.35 -0.7835 -2.7778 1.0013
-1.2629 0.0159 1.0496 11.36 -1.0228 -2.5897 1.8148
-1.3586 -0.1569 1.5197 11.37 -1.1142 -2.2544 2.2607
-1.1667 -0.4013 1.7552 11.38 -1.4087 -2.0745 2.3259
-1.3001 -0.6334 2.1985 11.39 -1.3739 -1.43 2.5543
-1.2084 -0.8651 1.9626 11.4 -1.3185 -1.0496 1.6864
-0.9588 -0.9366 1.7645 11.41 -1.4161 -0.7218 1.1493
-1.0194 -1.1834 1.4291 11.42 -1.228 -0.4039 0.6319
-0.8571 -1.4303 1.0233 11.43 -1.3195 -0.2201 0.5233
-0.8107 -1.7664 0.6274 11.44 -1.1904 -0.1385 0.8646
-0.6884 -1.6841 0.3159 11.45 -0.9856 -0.2232 1.6648
-0.5982 -1.9648 0.2271 11.46 -0.7504 -0.4383 1.9968
-0.4317 -2.3016 0.3311 11.47 -0.699 -0.632 2.3414
-0.3419 -2.1418 0.5506 11.48 -0.5081 -0.9528 2.251
-0.2817 -2.3559 1.0775 11.49 -0.3894 -1.2354 1.8486
-0.1935 -2.3635 1.5282 11.5 -0.2835 -1.4692 1.2545
-0.0753 -2.2651 1.862 11.51 -0.1626 -1.8482 0.6358
0.0093 -2.6249 2.4192 11.52 -0.1352 -1.8617 0.5237
0.0915 -2.3961 2.2837 11.53 -0.1141 -1.5114 0.7989
0.166 -2.2201 2.493 11.54 -0.152 -1.3541 1.2485
0.2682 -2.417 1.9261 11.55 -0.251 -1.0058 2.059
0.3015 -2.4991 1.7257 11.56 -0.3884 -0.4885 2.544
