# x : time signal
# y : intensity
# label : secret experiment #5834
#y2 time y3 y1
1.4888 13.87 -1.9097 1.6722
1.4552 13.88 -2.4653 1.7364
1.5613 13.89 -2.7112 1.625
1.4578 13.9 -2.1879 1.7466
1.1235 13.91 -1.3174 1.6027
1.1179 13.92 -0.7675 1.7724
1.0448 13.93 -0.5523 1.7149
0.9524 13.94 -0.9695 1.604
0.8622 13.95 -1.7655 1.6669
0.836 13.96 -2.1485 1.6319
0.6872 13.97 -2.484 1.4797
0.5912 13.98 -1.6818 1.5523
0.6113 13.99 -0.8371 1.5671
0.5554 14.0 -0.2997 1.2427
0.5072 14.01 -0.1786 1.3279
0.4527 14.02 -0.7003 1.054
0.532 14.03 -1.3118 1.0388
0.471 14.04 -1.8124 0.9149
0.5611 14.05 -1.7365 0.6427
0.5505 14.06 -1.0686 0.5216
0.5525 14.07 -0.3019 0.4129
0.6676 14.08 0.2701 0.3144
0.6846 14.09 0.2361 0.1692
0.8129 14.1 -0.3216 0.024
0.9402 14.11 -1.0879 -0.0989
0.9308 14.12 -1.5182 -0.2159
0.9967 14.13 -1.2173 -0.2928
1.1652 14.14 -0.5402 -0.3875
1.168 14.15 0.2947 -0.4592
1.2462 14.16 0.7239 -0.5975
1.3665 14.17 0.574 -0.5907
1.5342 14.18 -0.0356 -0.6184
1.7551 14.19 -0.7153 -0.6898
1.9118 14.2 -1.1667 -0.7156
1.8491 14.21 -0.7716 -0.7092
1.7902 14.22 -0.0573 -0.6683
1.9052 14.23 0.6378 -0.6169
2.172 14.24 1.0115 -0.5905
2.1368 14.25 0.6813 -0.5591
2.292 14.26 0.0191 -0.4723
1.9659 14.27 -0.6211 -0.3371
1.9627 14.28 -0.9444 -0.2875
2.133 14.29 -0.622 -0.1938
2.0931 14.3 0.1611 -0.0828
1.8619 14.31 0.7544 0.0309
1.9974 14.32 0.9702 0.1417
1.7307 14.33 0.55 0.2573
1.8295 14.34 -0.1861 0.3755
1.5561 14.35 -0.87 0.4471
1.4172 14.36 -1.0762 0.5539
1.2915 14.37 -0.5855 0.6209
1.166 14.38 0.105 0.7283
1.1522 14.39 0.6979 0.7719
1.0976 14.4 0.697 0.8812
0.8382 14.41 0.1588 0.9943
0.7462 14.42 -0.6858 1.0498
0.5112 14.43 -1.4056 0.894
0.4267 14.44 -1.3004 1.0809
0.2776 14.45 -0.9396 0.974
0.1121 14.46 -0.1761 0.9113
-0.0082 14.47 0.2622 0.9918
-0.1267 14.48 0.1766 0.7972
-0.2398 14.49 -0.4591 0.8652
-0.3324 14.5 -1.3789 0.6815
-0.4624 14.51 -1.8837 0.6884
-0.4965 14.52 -1.9468 0.5424
