#y3 time y6 y1 y4 y2 y5
1.5787 7.73 2.5734 1.2275 2.1534 -0.371 -0.9714
1.3572 7.74 2.9439 1.0149 1.9556 -0.2252 -1.1224
0.6323 7.75 2.7589 0.6662 1.5347 -0.076 -1.0813
-0.2023 7.76 2.6718 0.2958 1.2166 0.0694 -1.1745
-0.5136 7.77 2.9089 -0.0199 0.9483 0.2124 -1.1152
-0.2019 7.78 2.911 -0.2547 0.8188 0.3482 -0.8973
0.6404 7.79 2.4579 -0.4902 0.9726 0.4042 -0.7116
1.2626 7.8 2.9189 -0.6458 1.2184 0.5941 -0.4759
1.3232 7.81 2.6848 -0.7548 1.6566 0.6702 -0.1929
0.5993 7.82 2.4973 -0.6772 2.2145 0.6692 0.122
-0.1994 7.83 2.4619 -0.6485 2.3239 0.715 0.4451
-0.6668 7.84 2.5303 -0.555 2.5302 0.775 0.6618
-0.5123 7.85 2.3342 -0.4446 3.0313 0.7121 0.8595
0.2619 7.86 1.9699 -0.2184 2.6066 0.6965 1.1553
0.9196 7.87 2.005 -0.0156 2.327 0.6991 1.3824
1.1307 7.88 1.9316 0.2132 1.8684 0.5477 1.4309
0.7229 7.89 1.6051 0.4396 1.4198 0.5069 1.419
-0.1944 7.9 1.5207 0.6612 1.2105 0.3784 1.4423
-0.8242 7.91 1.5629 0.8538 0.7963 0.34 1.2322
-0.6602 7.92 1.1966 0.8766 0.5755 0.1928 1.1377
-0.0519 7.93 1.2213 1.0807 0.5124 0.0646 0.9425
0.7105 7.94 1.019 1.2556 0.6781 -0.0529 0.6375
1.0032 7.95 0.8213 1.2918 1.01 -0.1753 0.4803
0.7656 7.96 0.7301 1.0786 1.2694 -0.2902 0.314
-0.1404 7.97 0.5466 1.1322 1.8047 -0.4522 0.1359
-0.8373 7.98 0.3976 0.9743 2.0638 -0.5823 0.0146
-0.9305 7.99 0.3159 1.0682 2.2927 -0.6019 -0.0494
-0.3473 8.0 0.1925 0.949 2.082 -0.6768 -0.0661
0.4729 8.01 0.0747 0.8097 1.9025 -0.8406 -0.0099
0.8983 8.02 -0.0289 0.6667 1.7205 -0.8377 0.0983
0.7657 8.03 -0.1071 0.5451 1.1543 -0.8207 0.2571
-0.0701 8.04 -0.1841 0.4103 0.6697 -0.9143 0.4489
-0.8028 8.05 -0.2746 0.3788 0.3197 -0.8373 0.7807
-1.0088 8.06 -0.3161 0.3449 -0.0373 -0.8181 1.0535
-0.6577 8.07 -0.3244 0.3568 -0.2197 -0.7379 1.2709
0.1766 8.08 -0.363 0.445 -0.2073 -0.7376 1.4033
0.7391 8.09 -0.4364 0.4803 -0.0554 -0.6308 1.8188
0.7166 8.1 -0.429 0.569 0.226 -0.485 1.9928
-0.0014 8.11 -0.4173 0.6467 0.5853 -0.3842 1.9897
-0.763 8.12 -0.4091 0.7451 0.9743 -0.2533 1.809
-1.2827 8.13 -0.3847 0.8744 1.2948 -0.1033 2.1187
-0.9237 8.14 -0.3158 0.9323 1.3645 0.0502 1.6858
-0.095 8.15 -0.2501 1.0681 1.1997 0.2082 1.7932
0.642 8.16 -0.2088 1.0027 0.9172 0.3659 1.4077
0.6189 8.17 -0.1515 1.1072 0.6325 0.4803 1.0501
0.0885 8.18 -0.0935 1.1188 0.1344 0.6685 0.881
-0.7189 8.19 -0.0126 0.9887 -0.3734 0.8963 0.5317
-1.1722 8.2 0.0728 0.7266 -0.7474 0.911 0.2446
-1.1513 8.21 0.155 0.584 -1.1724 0.9932 -0.0613
-0.3172 8.22 0.2368 0.3863 -1.2465 1.1143 -0.2956
0.463 8.23 0.3039 0.0911 -1.0901 1.2899 -0.5487
0.7016 8.24 0.4282 -0.2272 -0.9204 1.4497 -0.6341
0.1832 8.25 0.4983 -0.5331 -0.658 1.505 -0.7746
-0.6327 8.26 0.5273 -0.9239 -0.2802 1.3428 -0.7114
-1.3813 8.27 0.6164 -1.2653 0.0342 1.4453 -0.7702
-1.316 8.28 0.766 -1.5063 0.2571 1.3226 -0.5877
-0.5416 8.29 0.7415 -1.7398 0.3794 1.3216 -0.4695
0.2551 8.3 0.7529 -1.6934 0.2571 1.3518 -0.3567
0.678 8.31 0.9562 -2.0839 -0.0204 1.2976 -0.169
0.3539 8.32 1.0233 -2.018 -0.4588 1.2421 -0.0199
-0.4438 8.33 1.0104 -2.2604 -0.8873 1.0369 0.1118
-1.2098 8.34 1.0616 -2.104 -1.2297 0.9126 0.2355
-1.4386 8.35 1.0993 -1.7812 -1.7688 0.6941 0.3015
-0.698 8.36 0.9909 -1.736 -2.1265 0.6585 0.2456
0.0985 8.37 0.9286 -1.5349 -1.9506 0.4933 0.2072
0.5755 8.38 0.9823 -1.0381 -1.8166 0.3283 0.0665
0.4816 8.39 1.0674 -0.7753 -1.5955 0.1712 -0.1063
-0.2937 8.4 1.0359 -0.4881 -1.2574 0.0451 -0.342
-1.0419 8.41 0.9033 -0.1065 -0.8931 -0.0852 -0.5908
-1.2891 8.42 0.8635 0.2224 -0.6214 -0.2083 -0.993
-0.8463 8.43 0.8116 0.5901 -0.3813 -0.3167 -1.1922
-0.0247 8.44 0.818 0.8666 -0.3209 -0.4524 -1.7108
0.6195 8.45 0.7492 1.0935 -0.4196 -0.5161 -1.9545
0.5935 8.46 0.708 1.0819 -0.7414 -0.4974 -1.9497
-0.0417 8.47 0.6159 1.3871 -1.1116 -0.601 -2.5913
-0.9165 8.48 0.5616 1.3983 -1.4786 -0.593 -2.632
-1.3438 8.49 0.5116 1.2113 -2.0129 -0.5916 -2.4561
-0.9999 8.5 0.4575 1.117 -2.1703 -0.5691 -2.856
-0.1219 8.51 0.3326 0.8447 -2.6609 -0.5264 -2.6996
0.624 8.52 0.2812 0.6871 -2.6843 -0.5102 -2.1978
0.7362 8.53 0.2486 0.3445 -2.3773 -0.3786 -2.45
0.1993 8.54 0.1885 0.027 -2.064 -0.3275 -2.1828
-0.5922 8.55 0.1336 -0.3154 -1.676 -0.1926 -1.7009
-1.2187 8.56 0.092 -0.6978 -1.1772 -0.1 -1.402
-1.0258 8.57 0.0466 -0.9905 -0.7985 0.0269 -1.3388
-0.1874 8.58 0.0227 -1.3976 -0.5393 0.1514 -1.0499
0.5913 8.59 0.003 -1.6365 -0.5027 0.2784 -0.9034
0.9301 8.6 -0.0053 -1.7054 -0.6564 0.3709 -0.7822
0.4905 8.61 -0.004 -1.8375 -0.9656 0.5626 -0.6559
-0.3126 8.62 0.0083 -1.8999 -1.223 0.6193 -0.7705
-0.9871 8.63 0.0309 -2.0118 -1.7251 0.7826 -0.7632
-0.8938 8.64 0.0627 -2.0542 -2.0686 0.753 -0.8195
-0.2297 8.65 0.1038 -1.9631 -2.4585 0.8683 -1.0195
0.6375 8.66 0.1631 -2.1113 -2.2687 0.9604 -1.334
1.0082 8.67 0.2365 -1.8647 -2.1808 0.8701 -1.2937
0.7437 8.68 0.2864 -1.5978 -2.2963 1.0253 -1.5791
0.0258 8.69 0.3844 -1.5722 -1.67 0.9987 -1.9175
-0.6629 8.7 0.4529 -1.3512 -1.3229 0.9297 -2.081
-0.7663 8.71 0.5591 -1.3413 -0.9077 0.8561 -1.9503
-0.2353 8.72 0.7801 -1.0074 -0.5285 0.7969 -2.3724
0.5593 8.73 0.8344 -0.8845 -0.3013 0.6668 -1.9837
1.1265 8.74 1.0064 -0.9411 -0.2643 0.5501 -1.9036
1.1837 8.75 1.1158 -0.8475 -0.4056 0.4785 -1.7721
0.4073 8.76 1.1634 -0.808 -0.7386 0.3283 -1.8169
-0.3625 8.77 1.277 -0.8047 -1.0247 0.1574 -1.5734
-0.6617 8.78 1.6254 -0.7863 -1.3408 -0.0229 -1.2229
-0.2213 8.79 1.717 -0.9246 -1.8416 -0.1837 -0.9714
0.6937 8.8 1.8554 -0.909 -1.9648 -0.359 -0.5483
1.4279 8.81 1.8425 -0.9881 -1.955 -0.5758 -0.281
1.5018 8.82 2.0646 -1.1807 -1.9436 -0.7417 0.004
0.796 8.83 2.3318 -1.1552 -1.5126 -0.8592 0.2266
-0.0325 8.84 2.2557 -1.1598 -0.9923 -0.9994 0.472
-0.4628 8.85 2.5886 -1.1902 -0.5487 -1.2514 0.581
-0.1564 8.86 2.5334 -1.2474 -0.149 -1.2526 0.6854
0.6763 8.87 2.3261 -1.2438 0.1799 -1.3581 0.63
1.3641 8.88 2.6064 -1.1137 0.3531 -1.6284 0.5312
1.6506 8.89 2.6163 -0.9759 0.3661 -1.7657 0.4177
1.1183 8.9 2.8079 -0.8953 0.2209 -1.8399 0.2734
0.3271 8.91 2.5697 -0.7764 -0.0896 -1.6051 0.0574
-0.2064 8.92 2.7409 -0.494 -0.4193 -1.9041 -0.1774
-0.0437 8.93 2.668 -0.3107 -0.7493 -1.808 -0.3585
0.751 8.94 2.7445 -0.1301 -1.0111 -1.6997 -0.576
1.6709 8.95 2.7411 0.0474 -1.3245 -1.7995 -0.8179
1.9876 8.96 2.693 0.1993 -1.2588 -1.6221 -0.9875
1.4688 8.97 2.6547 0.3537 -0.9633 -1.4745 -0.9133
0.8033 8.98 2.5292 0.4368 -0.6104 -1.5636 -0.9823
0.093 8.99 2.5804 0.4635 -0.2177 -1.281 -0.8608
0.0909 9.0 2.6649 0.3908 0.251 -1.197 -0.8619
0.7873 9.01 2.3431 0.3059 0.6501 -1.2176 -0.7007
1.723 9.02 2.1687 0.1858 0.8834 -1.0443 -0.4708
2.1102 9.03 2.0962 -0.0009 1.0587 -0.9782 -0.261
1.8514 9.04 2.0651 -0.2597 1.0583 -0.9516 -0.0451
1.2363 9.05 1.9871 -0.4728 0.837 -0.7819 0.1913
0.4411 9.06 1.7184 -0.8062 0.5199 -0.6702 0.3641
0.2627 9.07 1.7625 -1.113 0.1512 -0.5851 0.5328
0.8482 9.08 1.43 -1.5216 -0.2045 -0.5212 0.7173
1.6064 9.09 1.4212 -1.6955 -0.4198 -0.4834 0.7553
2.1473 9.1 1.253 -1.8351 -0.5866 -0.4237 0.7133
1.9795 9.11 1.0282 -2.2012 -0.5115 -0.4646 0.6509
1.6552 9.12 0.9688 -2.5432 -0.2448 -0.4875 0.5371
0.6785 9.13 0.8086 -2.5644 0.1145 -0.465 0.3285
0.4171 9.14 0.6702 -2.4455 0.5545 -0.6237 0.0488
0.8847 9.15 0.5858 -2.6501 1.1044 -0.6649 -0.2518
1.5654 9.16 0.4275 -2.5609 1.3468 -0.7746 -0.608
2.2764 9.17 0.2858 -2.0917 1.6961 -0.7849 -0.9339
2.4143 9.18 0.1573 -2.0577 1.7585 -1.0597 -1.1703
1.8821 9.19 0.0563 -1.6344 1.5382 -1.1043 -1.4169
1.0364 9.2 -0.0427 -1.1982 1.355 -1.1821 -1.74
0.5933 9.21 -0.1447 -0.9794 1.0234 -1.2901 -1.8957
0.9342 9.22 -0.2097 -0.5018 0.586 -1.4857 -2.121
1.7836 9.23 -0.2984 -0.1334 0.2213 -1.894 -1.9617
2.3774 9.24 -0.3277 0.2447 -0.0332 -1.7537 -2.1541
2.6401 9.25 -0.372 0.6327 -0.1169 -2.1657 -1.9671
2.1051 9.26 -0.4213 0.9293 -0.0323 -2.3392 -1.6078
1.384 9.27 -0.4102 1.0661 0.243 -2.365 -1.6493
0.776 9.28 -0.4737 1.4246 0.5987 -2.323 -1.3595
0.8847 9.29 -0.4118 1.634 1.1132 -2.6165 -1.308
1.464 9.3 -0.4119 1.4541 1.4838 -2.6377 -1.0609
2.4253 9.31 -0.3859 1.6676 1.6897 -2.5558 -0.8805
3.0214 9.32 -0.412 1.4571 1.7988 -2.6225 -0.7355
2.3676 9.33 -0.3705 1.3092 1.9641 -2.7355 -0.6068
1.7262 9.34 -0.2932 1.1601 1.823 -2.7881 -0.5068
0.9962 9.35 -0.2424 0.9418 1.5715 -2.9279 -0.5781
0.9856 9.36 -0.1953 0.6947 1.1159 -2.9607 -0.6207
1.5803 9.37 -0.1494 0.4321 0.6304 -3.0106 -0.7104
2.3512 9.38 -0.0935 0.1942 0.2851 -2.6145 -0.9123
2.7671 9.39 -0.0337 -0.0464 0.0412 -2.9039 -1.1374
2.942 9.4 0.0289 -0.2645 -0.0228 -2.5764 -1.5084
1.8255 9.41 0.0918 -0.4725 0.0951 -2.3808 -1.6275
1.081 9.42 0.1642 -0.6369 0.3288 -2.2963 -2.107
0.9208 9.43 0.2089 -0.716 0.7961 -2.2977 -2.299
1.5656 9.44 0.2587 -0.7762 1.2379 -1.9054 -2.4176
2.1888 9.45 0.3374 -0.7917 1.5418 -1.7299 -2.6316
2.7001 9.46 0.373 -0.6539 1.9347 -1.6743 -2.547
2.9989 9.47 0.4145 -0.6299 1.9722 -1.5483 -2.2233
2.0036 9.48 0.4146 -0.515 1.7497 -1.5787 -2.3004
1.4531 9.49 0.4741 -0.3211 1.6106 -1.2342 -2.3701
0.9889 9.5 0.493 -0.2018 1.3225 -1.2208 -1.82
1.3064 9.51 0.4722 -0.0472 0.7681 -1.1614 -1.8066
1.9441 9.52 0.4329 0.1016 0.3835 -1.0034 -1.3579
2.7144 9.53 0.4949 0.2474 0.0137 -0.9301 -1.1384
2.6638 9.54 0.3946 0.3146 -0.192 -0.963 -0.7119
2.4378 9.55 0.4446 0.375 -0.2223 -0.9191 -0.4613
1.5045 9.56 0.3515 0.4348 -0.1038 -0.948 -0.1482
1.0238 9.57 0.3529 0.4922 0.1977 -0.944 0.0806
1.1321 9.58 0.2965 0.4558 0.532 -0.8533 0.2815
2.1251 9.59 0.206 0.4577 0.9393 -1.0745 0.3378
2.6443 9.6 0.1368 0.3945 1.3899 -1.0949 0.4039
3.1527 9.61 0.0707 0.309 1.3884 -1.1644 0.4038
2.4766 9.62 -0.0062 0.2056 1.58 -1.2446 0.3245
1.597 9.63 -0.0828 0.1493 1.5523 -1.2368 0.2494
0.9243 9.64 -0.1642 0.0958 1.0928 -1.5803 0.0842
1.0495 9.65 -0.2726 0.0496 0.7143 -1.6449 -0.0791
1.7993 9.66 -0.3504 0.0522 0.3197 -1.713 -0.2663
2.4982 9.67 -0.4689 0.0775 -0.13 -1.8641 -0.4064
2.9439 9.68 -0.5312 0.1583 -0.4508 -1.8863 -0.5544
2.5143 9.69 -0.5846 0.2784 -0.5821 -2.1131 -0.5837
1.8227 9.7 -0.6146 0.4076 -0.5882 -2.1117 -0.5485
1.0643 9.71 -0.7607 0.6197 -0.4083 -2.3309 -0.5782
0.9238 9.72 -0.7698 0.8828 -0.1483 -2.4436 -0.4189
1.4186 9.73 -0.8104 1.0568 0.2671 -2.1545 -0.3247
2.0903 9.74 -0.9994 1.4515 0.6177 -2.5743 -0.0726
2.9592 9.75 -0.9835 1.6684 0.9774 -2.3569 0.1918
2.771 9.76 -1.0749 1.8646 1.0823 -2.5806 0.4705
1.6833 9.77 -0.9762 2.168 1.1693 -2.5657 0.7316
0.9777 9.78 -0.9982 2.4586 0.9979 -2.3535 1.071
0.7109 9.79 -1.0062 2.5037 0.7039 -2.1402 1.4137
1.164 9.8 -0.9315 2.5442 0.2466 -2.308 1.563
1.7563 9.81 -0.9586 2.4208 -0.2275 -1.9529 1.8683
2.4487 9.82 -0.9297 2.5767 -0.679 -2.0737 2.1693
2.2865 9.83 -0.9764 2.5303 -0.9819 -1.6683 2.1162
1.8125 9.84 -0.8882 2.2658 -1.0327 -1.6217 2.3913
0.9295 9.85 -0.8674 1.8253 -0.9702 -1.524 2.039
0.5448 9.86 -0.7464 1.6413 -0.7482 -1.3492 2.0045
0.7926 9.87 -0.5585 1.4191 -0.3792 -0.9775 1.9426
1.5028 9.88 -0.5176 1.0684 -0.0197 -0.8022 1.6202
2.343 9.89 -0.4385 0.7058 0.3581 -0.7406 1.284
2.2222 9.9 -0.272 0.3421 0.6137 -0.534 1.1877
1.7735 9.91 -0.1695 -0.0168 0.7813 -0.3285 0.8754
0.9997 9.92 -0.038 -0.3267 0.7695 -0.1787 0.7147
0.3708 9.93 0.1029 -0.5348 0.5278 -0.0323 0.475
0.5017 9.94 0.2428 -0.8398 0.2188 0.0918 0.3253
1.1092 9.95 0.3627 -0.9757 -0.1998 0.1957 0.2075
2.1374 9.96 0.5014 -1.0227 -0.6734 0.3237 0.1616
2.4466 9.97 0.6094 -1.0339 -0.9302 0.4072 0.1909
1.7615 9.98 0.7754 -0.8362 -1.1208 0.4622 0.2778
0.9066 9.99 0.9569 -0.7519 -1.3278 0.4738 0.3898
0.2301 10.0 1.1182 -0.5443 -1.0965 0.4892 0.6023
0.1975 10.01 1.1662 -0.2331 -0.9281 0.4986 0.8017
