#y5 y4 y2 y3 y6 time y1
2.4546 -0.445 1.0312 -0.8608 0.4974 7.72 -0.57
2.5074 -0.582 0.9499 -0.936 0.2343 7.73 -1.1775
2.189 -0.784 0.9079 -0.9631 -0.0053 7.74 -1.8896
1.7366 -0.843 0.9702 -0.9504 -0.2223 7.75 -2.3484
1.533 -0.8031 0.9201 -0.891 -0.4216 7.76 -1.6529
1.4193 -0.9283 1.0013 -0.8108 -0.5174 7.77 -0.6045
0.9899 -0.954 1.0668 -0.7931 -0.6048 7.78 0.138
0.8612 -0.8169 1.0833 -0.8001 -0.649 7.79 0.1987
0.8506 -0.7071 1.0534 -0.7456 -0.5828 7.8 -0.397
0.7754 -0.5321 1.2374 -0.7538 -0.5235 7.81 -1.0471
0.8723 -0.3929 1.1405 -0.6349 -0.4516 7.82 -1.3095
1.1004 -0.2451 1.2821 -0.6999 -0.2824 7.83 -0.6095
1.3114 -0.0526 1.0827 -0.559 -0.1129 7.84 0.4512
1.4545 0.1719 1.165 -0.6256 0.0815 7.85 1.1237
1.9237 0.367 1.2782 -0.5784 0.2776 7.86 0.9999
2.0921 0.5869 1.1555 -0.5514 0.3824 7.87 0.3222
2.3656 0.7275 1.3119 -0.5204 0.5559 7.88 -0.3272
2.3273 0.9811 1.2412 -0.5343 0.6516 7.89 -0.3263
2.688 1.0307 1.156 -0.6115 0.6956 7.9 0.4046
2.3703 1.1784 1.172 -0.5857 0.759 7.91 1.3104
2.6477 1.1306 1.1037 -0.6444 0.6373 7.92 1.9985
2.0945 1.3726 1.1997 -0.611 0.5655 7.93 1.6928
1.89 1.2016 1.1592 -0.6453 0.3551 7.94 0.7807
1.5653 1.3047 1.0076 -0.7348 0.1245 7.95 0.1826
1.4436 1.1422 1.0332 -0.8877 -0.1072 7.96 0.3175
1.0618 1.012 0.843 -0.9199 -0.401 7.97 1.0309
0.715 0.896 0.8974 -0.9214 -0.689 7.98 1.9993
0.566 0.7235 0.7303 -1.0422 -0.9007 7.99 2.3541
0.3907 0.5047 0.64 -1.1755 -1.2333 8.0 1.8169
0.3052 0.2448 0.5353 -1.2123 -1.4816 8.01 0.9333
0.299 0.0754 0.3902 -1.3703 -1.8179 8.02 0.3215
0.4264 -0.1288 0.2529 -1.4313 -1.9246 8.03 0.5446
0.5553 -0.3072 0.1286 -1.4685 -2.0913 8.04 1.3853
0.8016 -0.4621 -0.0236 -1.6798 -1.9263 8.05 2.0517
1.0586 -0.5986 -0.186 -1.6917 -1.7993 8.06 1.9719
1.4891 -0.6565 -0.3419 -2.0161 -1.9996 8.07 1.6244
1.7147 -0.7206 -0.4889 -1.8898 -1.8746 8.08 0.5392
1.8408 -0.7637 -0.5874 -2.0887 -1.5354 8.09 0.0592
1.8727 -0.7698 -0.7938 -2.0741 -1.3322 8.1 0.3289
1.9166 -0.6742 -0.9057 -2.1012 -1.1402 8.11 1.1242
1.916 -0.5791 -1.0774 -2.435 -0.9909 8.12 1.9005
1.7739 -0.412 -1.3752 -2.1987 -0.7344 8.13 1.7977
1.4812 -0.2857 -1.5863 -2.1239 -0.51 8.14 0.9322
1.1418 -0.1012 -1.7038 -2.3908 -0.3095 8.15 -0.0264
1.0285 0.089 -1.86 -2.3034 -0.214 8.16 -0.4049
0.6015 0.2754 -1.7865 -2.0946 -0.1177 8.17 0.0011
0.2732 0.4936 -1.9834 -2.0272 -0.1047 8.18 0.8856
0.0062 0.6672 -2.2872 -2.2302 -0.1268 8.19 1.3009
-0.1893 0.7479 -2.3827 -1.87 -0.2162 8.2 1.1699
-0.332 0.9772 -2.2789 -1.7859 -0.3211 8.21 0.2501
-0.3622 0.9775 -2.4037 -1.8615 -0.4439 8.22 -0.6298
-0.3187 1.1293 -2.2845 -1.701 -0.6786 8.23 -0.7691
-0.1893 1.1752 -2.5548 -1.5747 -0.838 8.24 -0.2306
-0.0056 1.1527 -2.3573 -1.3266 -1.1148 8.25 0.5994
0.2234 1.0605 -2.3509 -1.2513 -1.3088 8.26 1.1183
0.5175 0.8836 -2.5056 -0.9809 -1.2349 8.27 0.6419
0.8201 0.8261 -2.3614 -0.8791 -1.4588 8.28 -0.1727
0.9667 0.7118 -2.4278 -0.6241 -1.5102 8.29 -0.8695
1.2237 0.5046 -2.2427 -0.4474 -1.5737 8.3 -0.9405
1.177 0.2685 -2.0898 -0.2145 -1.4103 8.31 -0.177
1.2079 0.0753 -2.01 -0.0058 -1.4263 8.32 0.7195
1.1115 -0.1443 -1.8205 0.1866 -1.1843 8.33 1.1059
1.021 -0.3515 -1.7694 0.3899 -0.9787 8.34 0.6116
0.7149 -0.581 -1.526 0.5898 -0.7056 8.35 -0.2463
0.5094 -0.6604 -1.3455 0.8232 -0.4583 8.36 -0.804
0.1353 -0.9574 -1.3596 0.9439 -0.1232 8.37 -0.5487
-0.1969 -1.0849 -1.129 1.2007 0.2117 8.38 0.2412
-0.5035 -1.0463 -0.8074 1.2163 0.5045 8.39 1.0952
-0.7727 -1.1076 -0.6993 1.5459 0.72 8.4 1.223
-0.9993 -1.0306 -0.4833 1.5002 1.0791 8.41 0.7879
-1.1392 -1.0683 -0.2646 1.7855 1.2364 8.42 0.0253
-0.9606 -1.0176 -0.0388 1.7737 1.3823 8.43 -0.3552
-0.9276 -0.8821 0.1695 1.7829 1.4151 8.44 -0.0224
-0.8968 -0.7882 0.3567 1.881 1.5705 8.45 0.9187
-0.5574 -0.6196 0.5686 2.113 1.4672 8.46 1.5537
-0.3468 -0.4526 0.8309 2.0676 1.4457 8.47 1.7661
-0.0539 -0.2939 0.9909 2.075 1.2613 8.48 1.1055
0.185 -0.1051 1.2092 1.9466 1.0459 8.49 0.417
0.4476 0.0653 1.3644 2.1429 0.9263 8.5 0.0989
0.5642 0.2434 1.4811 1.9079 0.8015 8.51 0.5782
0.6302 0.3605 1.6611 1.874 0.5706 8.52 1.5355
0.5707 0.419 1.7525 1.911 0.3772 8.53 2.3315
0.5515 0.5434 1.882 1.6771 0.2875 8.54 2.0429
0.3304 0.5376 1.9835 1.5886 0.1522 8.55 1.4676
0.0808 0.5516 1.9707 1.2831 0.1127 8.56 0.655
-0.2312 0.5233 1.9045 1.3379 0.1196 8.57 0.4244
-0.5204 0.4178 1.9386 1.1701 0.1791 8.58 0.8895
-0.8118 0.3101 2.0044 0.88 0.3246 8.59 1.7303
-1.2356 0.1889 1.9589 0.7344 0.4823 8.6 2.5521
-1.4689 -0.0018 2.0842 0.6131 0.605 8.61 1.9051
-1.4541 -0.2102 2.1746 0.4993 0.8301 8.62 1.1796
-1.6914 -0.4496 2.0229 0.3109 1.0873 8.63 0.4607
-1.7096 -0.6051 1.9284 0.156 1.4722 8.64 0.3464
-1.2939 -0.8643 1.9953 0.012 1.5322 8.65 0.8954
-1.2841 -1.0386 1.5639 -0.1349 1.9231 8.66 1.6302
-1.0284 -1.3228 1.4587 -0.2554 2.01 8.67 2.1111
-0.664 -1.2943 1.4699 -0.3653 2.1686 8.68 1.5073
-0.3959 -1.4124 1.3429 -0.4394 2.1686 8.69 0.6255
-0.1722 -1.6593 1.2563 -0.5191 2.0185 8.7 -0.1643
0.0484 -1.5374 1.0971 -0.6066 1.8505 8.71 -0.1712
0.1715 -1.7493 0.785 -0.7167 2.0968 8.72 0.4293
0.2474 -1.7173 0.7202 -0.734 1.883 8.73 1.176
0.1943 -1.609 0.4953 -0.7513 1.4108 8.74 1.3691
0.0917 -1.6311 0.3387 -0.7274 1.3047 8.75 0.5681
-0.1215 -1.3833 0.2054 -0.7779 0.929 8.76 -0.3743
-0.3569 -1.2285 0.0266 -0.7539 0.7368 8.77 -1.156
-0.6563 -1.1482 -0.1275 -0.6891 0.4082 8.78 -0.944
-0.9497 -1.0156 -0.2594 -0.6741 0.1519 8.79 -0.2667
-1.283 -0.7536 -0.4029 -0.5246 -0.094 8.8 0.3442
-1.5676 -0.5495 -0.5948 -0.5277 -0.2842 8.81 0.3005
-1.7567 -0.3587 -0.6931 -0.3785 -0.4339 8.82 -0.4814
-1.9308 -0.2547 -0.7454 -0.2788 -0.5092 8.83 -1.5895
-1.8342 -0.1065 -0.8478 -0.1973 -0.5384 8.84 -2.1326
-1.8164 -0.0115 -0.8484 -0.074 -0.516 8.85 -1.6499
-1.6038 0.0505 -0.9945 0.0535 -0.4849 8.86 -1.0574
-1.4089 0.0752 -0.9431 0.1734 -0.3715 8.87 -0.3994
-1.0543 0.0494 -1.1562 0.2823 -0.2056 8.88 -0.5348
-0.7224 -0.0039 -1.1491 0.4214 -0.039 8.89 -1.3686
-0.4998 -0.1005 -1.1805 0.5758 0.149 8.9 -2.3169
-0.2595 -0.2142 -1.1356 0.6267 0.3248 8.91 -2.4416
-0.047 -0.3529 -1.0198 0.7516 0.4753 8.92 -2.0484
0.0827 -0.6072 -1.0682 0.8583 0.6086 8.93 -1.4146
0.1361 -0.8185 -0.8374 0.9465 0.71 8.94 -0.8849
0.0793 -0.9743 -0.9063 1.0261 0.7393 8.95 -1.1065
-0.0561 -1.0937 -0.8216 1.0892 0.6979 8.96 -1.8076
-0.2908 -1.458 -0.6189 1.3452 0.6483 8.97 -2.7126
-0.5175 -1.6944 -0.5399 1.251 0.5958 8.98 -2.7063
-0.7967 -1.5808 -0.487 1.4892 0.4211 8.99 -2.3266
-1.1146 -1.9909 -0.297 1.48 0.2042 9.0 -1.346
-1.4603 -1.8549 -0.1899 1.5567 -0.0187 9.01 -0.8242
-1.509 -1.9546 -0.0811 1.3837 -0.284 9.02 -1.151
-1.7816 -2.0699 0.0426 1.3676 -0.5171 9.03 -1.8151
-1.9763 -1.863 0.1737 1.4408 -0.6977 9.04 -2.751
-1.9008 -2.0777 0.2791 1.3189 -0.9514 9.05 -2.3172
-1.5855 -1.8448 0.3768 1.4051 -1.2589 9.06 -1.4762
-1.6115 -1.5663 0.4776 1.4318 -1.4694 9.07 -0.7095
-1.2459 -1.4658 0.5782 1.3281 -1.339 9.08 -0.2978
-0.9462 -1.3096 0.7125 1.1996 -1.3713 9.09 -0.6611
-0.5722 -1.2039 0.882 1.1988 -1.3148 9.1 -1.3977
-0.3099 -1.0289 0.8621 1.2945 -1.2625 9.11 -1.8057
-0.0552 -0.7051 0.8634 1.1539 -1.2133 9.12 -1.7417
0.131 -0.5417 1.051 1.0495 -1.0382 9.13 -0.8541
0.2658 -0.4509 1.0179 1.0901 -0.8253 9.14 0.092
0.2544 -0.2623 1.1482 0.8661 -0.547 9.15 0.3723
0.2079 -0.1263 0.9922 0.9499 -0.2226 9.16 -0.1686
0.0521 -0.0331 1.0016 0.8085 0.0599 9.17 -1.0148
-0.1719 0.0218 1.0814 0.7555 0.3486 9.18 -1.2752
-0.4595 0.0407 0.9306 0.7024 0.5237 9.19 -0.8656
-0.7672 0.0213 0.8786 0.6852 0.7344 9.2 0.0267
-1.0582 -0.0368 0.8115 0.7363 0.953 9.21 0.874
-1.2809 -0.131 0.7678 0.707 1.1114 9.22 0.899
-1.4803 -0.2702 0.6779 0.7222 1.0319 9.23 0.2161
-1.4174 -0.3691 0.7061 0.6814 1.033 9.24 -0.5738
-1.7192 -0.6244 0.5012 0.6292 1.0773 9.25 -0.8438
-1.6204 -0.827 0.4271 0.6992 1.017 9.26 -0.3529
-1.2781 -0.8977 0.2735 0.6815 0.8563 9.27 0.5457
-1.0915 -1.1209 0.1595 0.7352 0.6211 9.28 1.2079
-0.8499 -1.3635 0.029 0.6931 0.4418 9.29 1.0733
-0.5627 -1.5466 -0.1158 0.8039 0.2955 9.3 0.245
-0.1885 -1.5938 -0.2407 0.7864 0.1722 9.31 -0.5838
0.0858 -1.6959 -0.3843 0.9885 0.0416 9.32 -0.7032
0.3581 -1.6057 -0.5478 0.8811 -0.0364 9.33 -0.1344
0.4691 -1.7962 -0.6747 1.0471 -0.0671 9.34 0.7397
0.586 -1.8266 -0.8736 1.1227 -0.0478 9.35 1.1193
0.5994 -1.6783 -0.8655 1.0966 0.0253 9.36 0.7804
0.4839 -1.6482 -1.0399 1.0606 0.1492 9.37 -0.0542
0.3118 -1.4587 -1.1196 1.2336 0.354 9.38 -0.827
0.0918 -1.1559 -1.213 1.3496 0.5207 9.39 -0.8887
-0.1789 -1.0736 -1.2627 1.1661 0.8171 9.4 -0.2602
-0.5012 -0.7741 -1.2974 1.2332 1.1794 9.41 0.5955
-0.8143 -0.6371 -1.64 1.383 1.3388 9.42 0.8408
-0.9955 -0.3877 -1.5568 1.3331 1.5429 9.43 0.3508
-1.1952 -0.1872 -1.7238 1.1701 1.8901 9.44 -0.6102
-1.2921 0.012 -1.5227 1.2817 2.3622 9.45 -1.3892
-1.161 0.1939 -1.5825 1.1598 2.5521 9.46 -1.2826
-1.0174 0.3791 -1.5349 1.2821 2.5777 9.47 -0.5009
-0.8784 0.4826 -1.7785 1.0171 2.6117 9.48 0.2688
-0.7502 0.6004 -1.4519 1.1227 2.8423 9.49 0.4589
-0.3964 0.5744 -1.4718 0.9402 2.8231 9.5 -0.1828
-0.0738 0.6008 -1.4148 0.8552 2.3369 9.51 -1.0958
0.2422 0.6045 -1.3462 0.6839 2.4092 9.52 -1.7475
0.4752 0.4965 -1.4425 0.572 2.0776 9.53 -1.4404
0.7467 0.4521 -1.2242 0.411 2.0332 9.54 -0.562
0.8768 0.3411 -1.2912 0.267 1.8065 9.55 0.1976
0.917 0.1758 -1.0983 0.1005 1.6332 9.56 0.2072
0.9762 0.0179 -0.9334 -0.0906 1.2257 9.57 -0.402
0.7373 -0.1559 -0.9004 -0.2393 1.1267 9.58 -1.3861
0.5739 -0.3236 -0.796 -0.4807 0.9151 9.59 -1.7456
0.3027 -0.5225 -0.6066 -0.6935 0.7411 9.6 -1.1934
0.0411 -0.5785 -0.4824 -0.7778 0.7688 9.61 -0.2438
-0.2642 -0.719 -0.3479 -1.1005 0.7171 9.62 0.4479
-0.5299 -0.8884 -0.2371 -1.2086 0.6803 9.63 0.4068
-0.6798 -0.9533 -0.1083 -1.2904 0.7838 9.64 -0.3146
-0.9328 -1.0023 0.0189 -1.5737 0.9113 9.65 -0.9939
-0.8665 -0.9033 0.1304 -1.7706 0.9694 9.66 -1.2949
-0.9677 -0.8402 0.2339 -1.9058 1.2513 9.67 -0.5344
-0.8407 -0.7659 0.3622 -1.9276 1.5297 9.68 0.4188
-0.6241 -0.5611 0.488 -2.3522 1.5188 9.69 1.033
-0.3533 -0.4256 0.553 -2.3662 1.7211 9.7 0.9462
-0.0253 -0.2675 0.6922 -2.1344 2.1261 9.71 0.1505
0.3025 -0.0462 0.7516 -2.4112 2.1849 9.72 -0.457
0.612 0.1753 0.8825 -2.2931 1.9415 9.73 -0.4071
0.8713 0.4098 0.8456 -2.7358 1.9301 9.74 0.341
1.0144 0.6094 0.9272 -2.6726 1.9287 9.75 1.2426
1.1244 0.9096 0.9987 -2.4958 2.0034 9.76 1.6906
1.1413 1.0379 0.9797 -2.3756 1.9222 9.77 1.4685
1.0506 1.1349 1.0032 -2.3842 1.5668 9.78 0.7326
0.9622 1.3479 1.061 -2.6572 1.336 9.79 0.2249
0.723 1.5361 0.9963 -2.3191 1.0394 9.8 0.4504
0.4103 1.5262 1.1633 -2.4126 0.6883 9.81 1.3542
0.1024 1.4843 1.1615 -2.2691 0.445 9.82 2.2325
-0.1973 1.463 1.0393 -2.1289 0.1312 9.83 2.4499
-0.4975 1.4874 0.958 -1.8668 -0.147 9.84 2.0401
-0.6487 1.6112 1.1129 -1.8814 -0.3311 9.85 1.2893
-0.7416 1.2444 1.1041 -1.4748 -0.53 9.86 0.7784
-0.7841 1.2454 1.0445 -1.3461 -0.6648 9.87 1.0793
-0.8363 1.009 0.9717 -1.2147 -0.7382 9.88 2.0643
-0.6382 0.9809 0.9537 -1.0504 -0.678 9.89 2.6388
-0.4209 0.7594 0.8461 -0.8026 -0.6513 9.9 2.6222
-0.1625 0.6156 0.8741 -0.7195 -0.5819 9.91 2.1593
0.1287 0.4365 0.915 -0.4441 -0.3833 9.92 1.3048
0.3746 0.2895 0.8416 -0.2957 -0.2198 9.93 0.9672
0.7143 0.1645 0.8092 -0.1404 -0.0191 9.94 1.2858
0.9251 0.1045 0.6991 0.0312 0.1978 9.95 2.239
1.1478 0.0588 0.8168 0.1667 0.4361 9.96 2.9858
1.0401 0.0514 0.7732 0.3005 0.5337 9.97 2.5947
1.0338 0.0983 0.7792 0.4437 0.819 9.98 1.9689
1.0088 0.1734 0.6803 0.5572 0.8041 9.99 0.9756
0.7332 0.2695 0.6687 0.6431 0.9748 10.0 0.6396
0.562 0.47 0.7516 0.711 0.8769 10.01 1.1237
0.2185 0.6147 0.7319 0.8038 0.9342 10.02 1.9122
-0.0952 0.8272 0.7359 0.8599 0.8711 10.03 2.4869
-0.4073 1.0069 0.6746 0.8502 0.7046 10.04 1.9265
-0.6217 1.2233 0.6463 0.8834 0.4901 10.05 1.1724
-0.764 1.4058 0.7158 0.7555 0.332 10.06 0.2228
-1.0336 1.7085 0.6593 0.7617 0.1239 10.07 -0.0164
-0.9329 2.0083 0.7498 0.8125 -0.0855 10.08 0.5093
-0.9317 2.1738 0.7835 0.656 -0.281 10.09 1.1794
-0.6962 2.3332 0.787 0.6146 -0.4599 10.1 1.5193
-0.6089 2.5313 0.7198 0.542 -0.6083 10.11 0.9886
-0.3099 2.3574 0.7435 0.4312 -0.6181 10.12 0.0968
-0.007 2.5423 0.805 0.2954 -0.7458 10.13 -0.7609
0.2504 2.4353 0.7252 0.1807 -0.6362 10.14 -0.7898
0.5572 2.5665 0.7889 0.038 -0.6275 10.15 -0.1966
0.7294 2.3872 0.738 -0.0997 -0.4039 10.16 0.533
0.8172 2.3556 0.6241 -0.2506 -0.2351 10.17 0.6804
0.8866 1.9797 0.6264 -0.3487 0.0239 10.18 0.1452
0.783 1.8472 0.5866 -0.535 0.2917 10.19 -0.8089
0.6215 1.58 0.524 -0.6512 0.5947 10.2 -1.5721
0.4039 1.4627 0.5125 -0.8085 0.9212 10.21 -1.336
0.0998 1.248 0.4006 -0.9378 1.2714 10.22 -0.7152
-0.2244 1.1712 0.3719 -0.9919 1.3821 10.23 0.0608
-0.5134 1.0295 0.2633 -1.1541 1.8173 10.24 0.1509
-0.9217 0.9163 0.1463 -1.3453 2.084 10.25 -0.4618
-1.0511 0.8062 0.0623 -1.3181 2.2871 10.26 -1.5086
-1.3266 0.6888 -0.0502 -1.432 2.1338 10.27 -1.713
-1.3539 0.7183 -0.1626 -1.5617 2.197 10.28 -1.4517
-1.4861 0.6582 -0.2814 -1.4015 2.2147 10.29 -0.752
-1.3112 0.7035 -0.465 -1.631 2.1108 10.3 -0.0274
-1.1304 0.8559 -0.5162 -1.4525 2.1535 10.31 -0.0201
-0.9059 1.0087 -0.7664 -1.6167 1.9275 10.32 -0.7136
-0.5827 1.0375 -0.8209 -1.7412 1.6518 10.33 -1.5235
-0.3331 1.2405 -1.0796 -1.5598 1.5992 10.34 -1.9619
-0.1021 1.5547 -1.1142 -1.6173 1.2977 10.35 -1.25
0.1324 1.5667 -1.2178 -1.4675 1.2517 10.36 -0.4231
0.3083 1.7368 -1.4586 -1.353 0.9316 10.37 0.2614
0.3419 2.053 -1.6535 -1.2514 0.8356 10.38 0.1514
0.3178 2.3962 -1.8375 -1.3115 0.7915 10.39 -0.6108
0.2604 2.3476 -1.9967 -1.1319 0.8282 10.4 -1.3236
0.0487 2.525 -2.1301 -1.1836 0.8893 10.41 -1.3614
-0.2038 2.8511 -1.8972 -1.0542 1.0426 10.42 -0.8335
-0.525 2.9793 -2.325 -0.8795 1.204 10.43 0.132
-0.896 2.9491 -2.4427 -0.9126 1.501 10.44 0.6603
-1.2114 2.9363 -2.4435 -0.8207 1.5931 10.45 0.4126
-1.4469 2.8008 -2.5097 -0.6423 1.749 10.46 -0.3363
-1.7035 2.7528 -2.4637 -0.592 2.2592 10.47 -0.9379
-1.7973 2.3401 -2.6663 -0.4264 2.4138 10.48 -1.0609
-2.0452 2.1496 -2.4354 -0.3764 2.7723 10.49 -0.2607
-2.0549 2.1741 -2.2987 -0.3266 2.5473 10.5 0.6939
-1.8263 1.8037 -2.2586 -0.2416 3.1075 10.51 0.9694
-1.474 1.6352 -2.2187 -0.1636 3.0905 10.52 0.623
-1.3366 1.6312 -2.1931 -0.0992 3.0864 10.53 -0.2109
-1.0803 1.4884 -2.1645 -0.0569 2.641 10.54 -0.7915
-0.7742 1.3098 -2.2818 -0.0161 2.9144 10.55 -0.7532
-0.5186 1.0341 -1.8913 0.0149 2.4904 10.56 0.0658
-0.3659 0.8882 -1.6708 0.0348 2.1988 10.57 0.8649
-0.208 0.8536 -1.8493 0.0515 2.0927 10.58 1.1463
-0.1609 0.7814 -1.5323 0.0643 1.959 10.59 0.4901
-0.2301 0.701 -1.2491 0.0568 1.5698 10.6 -0.4811
-0.3261 0.6972 -1.1548 0.052 1.4192 10.61 -0.9989
-0.6012 0.7836 -0.9199 0.0364 0.9753 10.62 -0.8309
-0.8975 0.8295 -0.7476 0.0208 0.7861 10.63 0.0165
-1.0714 1.0142 -0.4908 0.0022 0.553 10.64 0.681
-1.4469 1.1202 -0.269 -0.0203 0.3999 10.65 0.7226
-1.6515 1.2262 -0.0384 -0.0425 0.326 10.66 -0.0654
-1.9462 1.3015 0.1845 -0.0686 0.2546 10.67 -1.1063
-2.1243 1.7103 0.4188 -0.0825 0.2779 10.68 -1.4487
-2.3574 1.9472 0.6041 -0.1009 0.3046 10.69 -1.163
-2.4514 1.7596 0.9036 -0.1285 0.3807 10.7 -0.3393
-2.3632 2.2057 1.0375 -0.1401 0.5347 10.71 0.196
-2.1558 2.4267 1.3946 -0.1366 0.7341 10.72 0.023
-1.9669 2.3789 1.5152 -0.1326 0.8787 10.73 -0.8736
-1.7325 2.4558 1.8768 -0.1122 1.0949 10.74 -1.8032
-1.4921 2.626 1.7494 -0.0974 1.2736 10.75 -1.8727
-1.28 2.2528 2.2463 -0.0674 1.2034 10.76 -1.5203
-0.8897 2.4011 2.4294 -0.0204 1.3231 10.77 -0.844
-0.74 2.115 2.5963 0.0299 1.522 10.78 -0.3055
-0.6808 2.1557 2.6646 0.0992 1.512 10.79 -0.5959
-0.6435 2.0681 2.7715 0.1863 1.2468 10.8 -1.5302
-0.6747 1.8928 2.8606 0.2744 1.3615 10.81 -2.2075
-0.7565 1.7613 2.7675 0.3846 1.1358 10.82 -2.4122
-1.0014 1.5501 2.5082 0.5073 0.8063 10.83 -1.8656
-1.404 1.2114 2.5715 0.5787 0.5871 10.84 -1.0405
-1.7856 0.9793 2.871 0.7502 0.3532 10.85 -0.6836
-1.7853 0.8559 2.4943 0.7706 0.0571 10.86 -1.1305
-2.3141 0.576 2.7159 1.0624 -0.2193 10.87 -1.8032
-2.5639 0.4044 2.6603 1.1602 -0.429 10.88 -2.5904
-2.7329 0.2632 2.5763 1.1762 -0.7133 10.89 -2.4625
-2.662 0.1737 2.2566 1.3239 -0.9144 10.9 -1.6326
-2.5327 0.1254 2.0951 1.4719 -1.0229 10.91 -0.8506
-2.6776 0.1028 1.8985 1.8127 -1.0696 10.92 -0.5792
-2.3751 0.1136 1.7618 1.886 -1.015 10.93 -1.0648
-2.3777 0.1789 1.9214 2.0197 -1.005 10.94 -1.8188
-1.8085 0.2618 1.5161 2.1145 -0.9251 10.95 -2.219
-1.5064 0.425 1.3036 1.9985 -0.7298 10.96 -2.1773
-1.2718 0.5437 1.2455 2.4031 -0.5103 10.97 -1.0667
-1.1013 0.7292 1.0481 2.4442 -0.281 10.98 -0.2689
-0.982 0.8846 0.7116 2.6764 -0.0154 10.99 -0.0678
-0.899 1.0513 0.5365 2.7316 0.2288 11.0 -0.5986
-0.796 1.3254 0.3758 2.4627 0.5088 11.01 -1.4846
-0.9746 1.3743 0.1459 2.4815 0.6489 11.02 -1.7607
-1.0856 1.5874 -0.0644 2.421 0.9773 11.03 -1.1769
-1.2755 1.5106 -0.2692 2.7277 1.0811 11.04 -0.1449
-1.429 1.682 -0.4508 2.5057 1.0415 11.05 0.6314
-1.8338 1.8561 -0.5662 2.505 1.2064 11.06 0.7878
-2.3562 1.7481 -0.8519 2.3939 1.1096 11.07 0.142
-2.2755 1.5659 -0.8828 2.4186 1.091 11.08 -0.5449
-2.6571 1.7448 -0.9964 2.3397 1.0771 11.09 -0.7614
-2.6815 1.458 -1.3121 2.1898 0.8582 11.1 -0.069
-2.942 1.2933 -1.3711 2.1341 0.6934 11.11 0.9892
-2.4579 1.2636 -1.404 1.754 0.4801 11.12 1.6983
-2.6715 1.0027 -1.5186 1.6221 0.3325 11.13 1.6294
-2.2747 0.8661 -1.5677 1.6944 0.169 11.14 0.8781
-2.0277 0.593 -1.6263 1.2741 0.0337 11.15 0.178
-1.7056 0.3222 -1.7137 1.1664 -0.0612 11.16 0.1638
-1.4089 0.1294 -1.6079 1.0589 -0.1149 11.17 0.9307
-1.1713 -0.0581 -1.5958 0.7605 -0.1015 11.18 1.9458
-0.9793 -0.2215 -1.6866 0.6909 -0.0422 11.19 2.1493
-0.7811 -0.3461 -1.5789 0.4085 0.0745 11.2 1.942
-0.6405 -0.5056 -1.5488 0.2372 0.2223 11.21 1.2813
-0.6442 -0.5593 -1.2663 0.0485 0.4925 11.22 0.6033
-0.6907 -0.6113 -1.3865 -0.1324 0.6747 11.23 0.6671
-0.9413 -0.584 -1.231 -0.343 1.0699 11.24 1.4593
-1.2591 -0.5385 -1.1216 -0.438 1.1812 11.25 2.108
-1.4644 -0.4516 -1.0434 -0.5688 1.5629 11.26 2.8423
-1.8758 -0.3643 -0.8956 -0.7979 1.7217 11.27 2.252
-1.9332 -0.2133 -0.7307 -0.8524 1.9633 11.28 1.2035
-2.0653 -0.0568 -0.698 -1.0585 2.4307 11.29 0.5578
-2.3421 0.1247 -0.5801 -1.0007 2.439 11.3 0.7876
-2.5666 0.2857 -0.3993 -1.1821 2.6409 11.31 1.5626
-2.4581 0.5139 -0.2933 -1.2325 2.4539 11.32 2.1205
-2.5635 0.5924 -0.1988 -1.1377 2.4812 11.33 2.2849
-2.1874 0.7844 -0.0803 -1.2441 2.5078 11.34 1.7784
-1.9894 0.9329 0.0253 -1.254 2.1694 11.35 0.7707
-1.5193 1.0113 0.1218 -1.0972 2.3063 11.36 0.1702
-1.2245 1.0201 0.1976 -1.2524 2.1236 11.37 0.3981
-0.9105 1.1136 0.2978 -1.1584 1.8341 11.38 1.2421
-0.6035 1.1956 0.3862 -0.9135 1.5444 11.39 1.6534
-0.4233 1.1211 0.4556 -0.9978 1.428 11.4 1.6717
-0.2705 1.0188 0.4374 -0.8423 1.0396 11.41 1.0092
-0.2121 0.8127 0.5441 -0.6458 0.9481 11.42 0.0151
-0.194 0.7042 0.5215 -0.6079 0.7352 11.43 -0.4006
-0.335 0.5845 0.5022 -0.4146 0.7377 11.44 -0.024
-0.4708 0.3352 0.519 -0.2608 0.7206 11.45 0.7586
-0.6916 0.1539 0.5403 -0.1161 0.6645 11.46 1.4255
-1.0925 -0.0557 0.476 0.034 0.6884 11.47 1.2003
-1.1889 -0.2497 0.4225 0.192 0.9304 11.48 0.2488
-1.3749 -0.4551 0.4094 0.3044 1.1155 11.49 -0.6651
-1.6164 -0.6573 0.3366 0.4768 1.2493 11.5 -0.8419
-1.9934 -0.8355 0.2763 0.6495 1.3999 11.51 -0.3453
-2.0483 -0.8985 0.2336 0.7633 1.6279 11.52 0.5165
-1.9549 -0.9901 0.1581 0.954 1.5979 11.53 0.9927
-1.5176 -0.9865 0.0819 0.9586 1.8492 11.54 0.6498
-1.5938 -1.0445 -0.009 1.1128 2.0113 11.55 -0.1715
-1.1336 -0.9375 -0.1056 1.0895 2.1916 11.56 -0.8589
-0.8911 -0.8473 -0.1944 1.2123 2.2654 11.57 -0.9677
